gene_symbol	GSM1151233	GSM1151236	GSM1151243	GSM1151239	GSM1151232	GSM1151241	GSM1151237	GSM1151240	GSM1151244	GSM1151242	GSM1151235	GSM1151238	GSM1151234	GSM1151245
Dnmt1	7.20703125	7.15625	7.21875	7.2890625	7.16015625	7.21875	7.2265625	7.421875	7.2265625	6.953125	7.17578125	7.1640625	7.359375	7.6875
Dnmt3a	7.3359375	7.9765625	7.6875	7.96484375	7.734375	7.95703125	7.578125	7.01171875	7.578125	7.390625	7.4765625	7.35546875	7.57421875	7.4453125
Dnmt3aos	6.078125	5.9765625	6.01171875	5.82421875	5.57421875	6.046875	5.953125	5.84765625	5.8046875	5.84765625	6.12109375	6.0703125	5.75	5.8515625
Dnmt3b	5.76171875	5.640625	5.62109375	5.7109375	5.61328125	5.71484375	5.640625	5.6015625	5.56640625	5.8203125	5.68359375	5.8984375	5.609375	5.58203125
Dnmt3l	4.2890625	4.3671875	4.21484375	4.3671875	4.41015625	4.24609375	4.390625	4.48828125	4.015625	4.4296875	4.58984375	4.484375	4.0078125	4.21875
Dnpep	7.93359375	7.76953125	7.96875	7.6953125	7.92578125	7.87109375	7.578125	8.2109375	7.6953125	8.2109375	7.9140625	7.94140625	7.98828125	7.45703125
Dnph1	5.765625	6.12890625	5.86328125	5.91015625	5.67578125	6.0234375	5.59375	6.2890625	6.01171875	6.12109375	6.0	6.0078125	5.875	5.6953125
Dntt	4.16015625	4.1640625	4.375	4.03125	3.93359375	4.0859375	4.03515625	4.47265625	3.978515625	4.19921875	4.046875	4.12890625	4.05859375	3.927734375
Dnttip1	8.59375	8.578125	8.5234375	8.5859375	8.6953125	8.6875	8.5625	8.53125	8.4765625	8.53125	8.5546875	8.53125	8.6328125	8.5546875
Dnttip2	7.21484375	7.0703125	7.2578125	7.4609375	7.4765625	7.0625	7.33203125	7.21484375	7.30859375	7.1171875	7.1953125	7.05859375	7.30859375	7.3671875
Doc2a	5.1484375	5.4453125	5.40234375	5.41796875	5.05078125	5.28515625	5.37109375	5.3046875	5.30078125	5.3671875	5.62109375	5.6015625	5.28515625	5.078125
Doc2b	6.26171875	6.38671875	6.41796875	6.50390625	6.65234375	5.7890625	5.9765625	5.95703125	6.12109375	5.765625	6.49609375	5.79296875	6.2890625	6.375
Doc2g	5.71484375	5.6875	5.8828125	5.85546875	5.88671875	5.7578125	6.0078125	5.71875	5.73828125	5.8984375	5.72265625	6.01953125	5.87890625	5.77734375
Dock1	7.79296875	7.37109375	7.68359375	7.59375	7.7421875	7.97265625	7.68359375	7.62890625	7.875	7.7578125	7.76171875	7.91015625	7.86328125	7.83203125
Dock10	8.0390625	7.37109375	7.46484375	7.26171875	7.4921875	7.4921875	7.3359375	8.78125	8.3828125	6.921875	7.265625	8.4921875	7.59375	9.8125
Dock11	8.28125	8.59375	8.7421875	8.8515625	8.6484375	8.65625	8.78125	8.359375	8.6875	7.84765625	8.515625	8.625	8.78125	8.9609375
Dock2	7.2578125	6.32421875	6.79296875	6.84765625	6.8125	7.0	6.9453125	7.8984375	7.1015625	6.49609375	7.2421875	7.6796875	7.17578125	8.6875
Dock3	4.60546875	4.66015625	4.66796875	4.9453125	4.7578125	4.44921875	4.59375	4.21484375	4.5703125	4.62109375	4.6015625	4.53515625	4.86328125	4.51953125
Dock4	7.1640625	6.7578125	6.98828125	6.94140625	7.18359375	7.01171875	6.8046875	6.84375	7.00390625	6.88671875	6.921875	7.26171875	6.99609375	7.6640625
Dock5	7.921875	7.734375	7.86328125	7.578125	8.046875	8.1171875	7.82421875	7.828125	7.9921875	8.203125	8.15625	8.109375	7.9765625	8.2578125
Dock6	7.811979166666666	7.569791666666666	7.63515625	7.779166666666667	7.534895833333334	7.72109375	7.605208333333334	7.560416666666667	7.84296875	7.5671875	7.53984375	7.640364583333334	7.727604166666667	7.8265625
Dock7	8.3125	8.703125	8.671875	8.578125	8.578125	8.78125	8.671875	8.3984375	8.75	8.15625	8.5625	8.5234375	8.7109375	8.640625
Dock8	7.7578125	7.4765625	7.7578125	7.66796875	7.37890625	7.4453125	7.51953125	8.265625	7.80078125	7.44140625	7.66015625	8.0546875	7.6796875	9.0625
Dock9	8.0234375	8.3828125	8.5703125	8.328125	8.2578125	8.4609375	8.1328125	7.7890625	8.546875	8.0	8.0390625	8.3359375	8.296875	8.5859375
Dohh	7.046875	6.69140625	6.8984375	6.7578125	7.0625	7.14453125	6.62890625	7.52734375	6.7734375	7.5546875	7.09375	6.8046875	6.90625	6.83984375
Dok1	6.55078125	6.07421875	6.30078125	6.09375	6.4375	6.23046875	6.2109375	6.25	6.19140625	5.6640625	6.5	6.24609375	6.359375	6.86328125
Dok2	6.609375	6.2265625	6.109375	6.44921875	5.94140625	6.3046875	6.37890625	6.32421875	5.9453125	6.51171875	6.34375	6.56640625	6.37890625	6.55859375
Dok3	6.4765625	6.35546875	6.34765625	6.30078125	6.48046875	6.6015625	6.4140625	6.609375	6.29296875	6.44140625	6.328125	6.48046875	6.61328125	7.0078125
Dok4	5.91796875	5.60546875	5.9140625	5.76953125	5.60546875	5.79296875	5.85546875	5.66796875	5.83203125	5.79296875	5.88671875	5.75390625	6.0234375	5.77734375
Dok5	6.04296875	6.109375	5.80078125	5.91015625	5.6953125	5.96875	6.16015625	5.78515625	6.19140625	5.44140625	5.62890625	6.03125	6.29296875	5.6640625
Dok6	4.83984375	4.56640625	4.85546875	4.828125	4.94140625	4.65625	4.83203125	4.68359375	4.80078125	4.69140625	4.95703125	4.4921875	4.921875	4.92578125
Dok7	6.28515625	6.50390625	6.18359375	6.20703125	5.94921875	5.953125	6.109375	6.109375	6.20703125	6.5	6.47265625	6.40234375	6.1015625	6.015625
Dolk	6.33984375	6.34765625	6.3203125	6.30859375	6.53515625	6.32421875	6.30859375	6.32421875	6.1875	6.484375	6.42578125	6.3359375	6.625	6.45703125
Dolpp1	7.06640625	7.0546875	6.93359375	7.00390625	7.0859375	6.9609375	6.94921875	6.8125	7.16796875	7.3125	7.11328125	6.9296875	7.01171875	7.1640625
Donson	5.80078125	5.5390625	5.5546875	5.625	6.0625	5.90234375	5.6171875	6.140625	5.59375	5.2265625	5.61328125	5.41796875	6.171875	6.53515625
Dopey1	7.4609375	8.0078125	7.8359375	7.98046875	7.828125	7.9453125	7.734375	7.35546875	7.94921875	7.515625	7.765625	7.7421875	7.6953125	8.140625
Dopey2	7.92578125	8.0625	8.0859375	8.203125	8.0546875	7.97265625	7.953125	7.69140625	8.1015625	7.65234375	7.87890625	7.82421875	8.1484375	8.203125
Dot1l	7.625	7.41015625	7.2578125	7.671875	7.375	7.671875	7.3203125	7.41015625	7.34765625	7.3046875	7.34375	7.35546875	7.2421875	7.59765625
Doxl2	4.78515625	4.9765625	4.93359375	5.1015625	4.6328125	4.7890625	5.15234375	4.9765625	4.83984375	5.04296875	5.01171875	4.875	4.73046875	4.72265625
Dpagt1	8.2578125	8.2421875	8.3828125	7.9921875	8.2265625	7.875	7.84765625	9.03125	8.3125	8.671875	8.078125	8.3359375	8.34375	8.296875
Dpcd	7.40234375	7.5859375	7.421875	7.1953125	7.49609375	7.40234375	7.328125	7.2890625	7.46875	7.22265625	7.5703125	7.2265625	7.3125	7.1796875
Dpcr1	4.76171875	4.578125	4.703125	4.3671875	4.5859375	4.66015625	4.515625	4.75	4.4375	5.0078125	4.71484375	4.32421875	4.73828125	4.5
Dpep1	10.0703125	10.7421875	9.8359375	10.7578125	10.78125	10.3359375	11.15625	9.4453125	10.25	9.4453125	11.0	10.5	10.5546875	10.3046875
Dpep2	5.04296875	4.90625	5.0703125	4.91015625	5.154296875	5.041015625	5.099609375	5.431640625	5.203125	5.126953125	4.9921875	5.431640625	5.1171875	5.837890625
Dpep3	5.34765625	5.0390625	5.04296875	5.046875	4.9375	4.78125	5.2265625	5.26953125	5.0703125	5.26171875	5.4140625	5.140625	5.0234375	4.87890625
Dpf1	6.30078125	6.078125	6.01953125	5.7421875	6.046875	6.16796875	6.0	6.44140625	5.85546875	6.54296875	6.390625	6.08203125	6.1953125	5.61328125
Dpf2	8.59375	8.8828125	8.8828125	9.015625	8.8671875	8.59375	8.6953125	8.9140625	8.7734375	8.8203125	8.5546875	8.6328125	8.8125	8.90625
Dpf3	5.94140625	6.2421875	5.99609375	6.2890625	6.0546875	6.09375	6.05078125	5.984375	5.89453125	5.8828125	6.078125	5.9453125	6.0546875	5.75
Dph2	6.0703125	6.09375	5.921875	6.0234375	6.0625	5.98046875	6.03125	6.02734375	5.85546875	6.26953125	6.04296875	6.01171875	6.0078125	5.90625
Dph3	8.34375	8.6171875	8.2734375	8.25	8.5859375	8.203125	8.3515625	8.5078125	8.3828125	8.0859375	8.3203125	8.0859375	8.4765625	8.0234375
Dph5	6.046875	5.96484375	6.09375	6.09375	6.1328125	6.265625	6.1875	6.0703125	6.11328125	6.04296875	6.01171875	6.06640625	6.0546875	6.171875
Dph6	8.2578125	8.84375	8.5	8.65625	8.6484375	8.6484375	8.53125	8.3828125	8.65625	8.0	8.34375	8.1875	8.7578125	8.5
Dph7	6.828125	7.2421875	7.0546875	7.2265625	7.37109375	7.16796875	6.9609375	6.90234375	7.0	6.76953125	6.72265625	6.9609375	7.1953125	6.7265625
Dpm1	7.7734375	7.65625	7.734375	7.89453125	7.890625	8.0546875	7.75390625	7.5703125	7.67578125	7.82421875	7.57421875	7.734375	7.71875	7.54296875
Dpm1-adnp	7.921875	7.97265625	8.109375	8.2109375	8.09375	7.99609375	8.109375	7.83203125	8.1953125	7.8046875	7.8515625	7.9765625	8.078125	8.0703125
Dpm2	8.5703125	8.609375	8.6171875	8.5078125	8.6171875	8.390625	8.421875	8.7421875	8.5703125	8.4296875	8.359375	8.359375	8.3828125	8.53125
Dpm3	7.91796875	7.7890625	7.86328125	7.82421875	7.66796875	7.5546875	7.6328125	7.8203125	7.85546875	7.953125	7.68359375	7.7734375	7.84375	7.4609375
Dpp10	5.265625	6.50390625	6.3125	6.19140625	6.59375	5.53125	5.4140625	5.46875	5.65234375	5.23046875	5.84765625	5.5	5.8125	5.40234375
Dpp3	8.7265625	8.3828125	8.4453125	8.453125	8.3515625	8.625	8.265625	8.7109375	8.1796875	8.7421875	8.453125	8.578125	8.328125	8.25
Dpp4	9.671875	9.75	9.4765625	9.9140625	10.1953125	9.6484375	10.234375	9.2109375	9.703125	8.640625	10.234375	9.734375	10.421875	9.5859375
Dpp6	4.94140625	5.53515625	5.447265625	5.341796875	5.236328125	5.142578125	5.095703125	5.033203125	5.087890625	5.02734375	5.267578125	4.822265625	5.166015625	4.85546875
Dpp7	8.7109375	8.875	9.125	8.6953125	8.8671875	8.7109375	8.7109375	8.6796875	9.203125	8.7578125	8.5703125	8.6796875	8.9375	8.3125
Dpp8	9.171875	9.7109375	9.625	9.75	9.59375	9.53125	9.578125	9.109375	9.7734375	9.3125	9.3828125	9.4765625	9.5390625	9.59375
Dpp9	8.2578125	8.3984375	8.3828125	8.4921875	8.4609375	8.3125	8.0703125	8.015625	8.34375	8.4453125	8.3828125	8.2109375	8.25	7.90234375
Dppa1	3.337890625	3.0546875	3.154296875	3.1484375	3.294921875	3.3984375	3.181640625	3.673828125	3.1796875	3.431640625	3.650390625	3.09375	3.2578125	3.109375
Dppa2	3.5361328125	3.427734375	3.5498046875	3.318359375	3.5927734375	3.4228515625	3.3857421875	3.4169921875	3.373046875	3.5341796875	3.5263671875	3.5517578125	3.771484375	3.5126953125
Dppa3	4.48828125	4.6103515625	4.453125	4.400390625	4.1396484375	4.4736328125	4.53515625	4.43359375	4.3291015625	4.3427734375	4.8583984375	4.41796875	4.5849609375	4.5048828125
Dppa4	4.5361328125	4.4189453125	4.4111328125	4.419921875	4.3740234375	4.330078125	4.609375	4.6572265625	4.5693359375	4.6845703125	4.5810546875	4.3515625	4.5703125	4.3896484375
Dppa5a	4.62890625	4.5859375	4.55859375	4.75	4.69140625	4.9453125	4.3125	4.59375	4.33984375	4.73828125	5.0859375	5.12890625	5.1171875	4.5859375
Dpt	10.4765625	10.6640625	10.4140625	11.1796875	10.859375	10.703125	11.4453125	10.0859375	10.7421875	9.921875	11.0078125	10.6640625	10.6953125	10.625
Dpy19l1	6.8984375	6.51171875	6.84765625	6.77734375	7.17578125	6.85546875	7.04296875	7.08203125	7.26953125	6.69921875	7.078125	7.04296875	7.0	7.76953125
Dpy19l2	4.38671875	4.36328125	4.4296875	4.15234375	4.32421875	4.2265625	4.37109375	4.3125	4.33203125	4.48046875	4.47265625	4.3203125	4.30859375	4.15234375
Dpy19l3	7.015625	6.85546875	7.2421875	6.94140625	7.04296875	6.8515625	7.02734375	6.68359375	7.11328125	7.078125	6.9765625	6.828125	7.62109375	7.078125
Dpy19l4	7.203125	7.82421875	7.796875	7.7421875	7.67578125	7.765625	7.60546875	7.38671875	7.90625	6.83203125	7.55078125	7.51953125	7.59375	7.83203125
Dpy30	8.671875	8.671875	8.75	8.53125	8.6796875	8.4609375	8.6328125	8.84375	8.984375	8.640625	8.3515625	8.4140625	8.703125	8.5
Dpyd	5.8515625	5.97265625	5.7109375	5.96875	6.296875	6.1875	6.04296875	5.98046875	6.1171875	6.6875	5.74609375	5.9453125	5.671875	7.62890625
Dpys	4.59375	4.546875	4.41796875	4.37109375	4.4140625	4.6328125	4.59375	4.1875	4.35546875	4.57421875	4.71875	4.44921875	4.3515625	4.375
Dpysl2	9.9375	10.484375	10.2890625	10.6796875	10.578125	10.359375	10.453125	9.4921875	10.3671875	8.9921875	10.515625	10.0546875	10.6171875	10.2578125
Dpysl3	7.36328125	7.13671875	7.49609375	7.6015625	7.71484375	7.33984375	7.73828125	7.3671875	7.8515625	6.72265625	7.484375	7.4140625	7.8125	7.65234375
Dpysl4	5.73046875	5.76953125	5.6328125	5.57421875	5.43359375	5.7421875	5.5703125	5.83203125	5.7578125	5.77734375	5.75390625	5.6484375	5.625	5.4765625
Dpysl5	6.45703125	6.3359375	6.3125	6.32421875	6.30078125	6.26953125	6.43359375	6.1953125	6.296875	6.15234375	6.55859375	6.42578125	6.62109375	6.203125
Dqx1	4.9765625	5.484375	5.1328125	4.71875	5.0390625	5.2734375	5.04296875	5.125	5.08203125	5.890625	5.1796875	5.25	5.07421875	4.89453125
Dr1	8.453125	8.5078125	8.578125	8.3828125	8.609375	8.46875	8.4140625	8.59375	8.5078125	8.515625	8.40625	8.484375	8.4140625	8.8359375
Dram1	7.7265625	7.05859375	7.109375	7.43359375	7.5078125	7.421875	7.49609375	8.25	7.515625	7.52734375	7.3828125	7.51171875	7.5390625	8.265625
Dram2	10.2109375	10.1171875	10.15625	9.8828125	10.203125	10.171875	10.0546875	10.4453125	10.1953125	10.2890625	10.015625	10.2421875	10.0703125	10.6328125
Drap1	8.21875	7.89453125	8.03125	8.109375	7.94921875	8.0625	8.1796875	8.09375	8.0703125	8.265625	8.0625	8.0078125	7.93359375	8.015625
Draxin	5.62109375	5.65625	5.86328125	5.74609375	5.23828125	5.734375	5.8671875	5.875	5.74609375	5.89453125	5.97265625	5.73046875	5.421875	5.56640625
Drc1	5.89453125	5.74609375	5.7578125	5.50390625	5.6015625	5.75390625	5.61328125	5.671875	5.73046875	6.0390625	5.7265625	5.7265625	5.7109375	5.25
Drc7	5.3984375	5.0546875	5.03515625	4.97265625	4.93359375	4.9921875	5.12890625	5.21484375	5.15234375	5.1796875	5.1171875	5.07421875	4.95703125	4.9296875
Drd1	5.74609375	5.68359375	5.73046875	5.8359375	5.41796875	5.7109375	5.95703125	5.53515625	5.73828125	5.9296875	5.8984375	6.00390625	5.28515625	5.9609375
Drd2	5.01953125	4.95703125	4.99609375	4.67578125	4.62109375	4.78515625	4.97265625	4.703125	4.88671875	5.14453125	5.015625	4.890625	4.921875	4.6328125
Drd3	4.51953125	4.5625	4.703125	4.484375	4.484375	4.55859375	4.640625	4.5625	4.39453125	4.8828125	4.59765625	4.62890625	4.796875	4.5078125
Drd4	6.328125	6.015625	6.09765625	6.14453125	5.84375	6.0234375	6.3125	6.16015625	5.953125	6.36328125	6.21875	6.2578125	5.9453125	5.9140625
Drd5	4.11328125	4.36328125	4.2265625	3.984375	3.892578125	4.0703125	4.17578125	4.13671875	4.12890625	4.43359375	4.234375	4.28125	4.14453125	3.994140625
Drg1	9.265625	9.1328125	9.2890625	9.0859375	9.3125	9.171875	8.9453125	9.65625	9.2109375	9.3203125	9.0625	9.0859375	9.2421875	9.2421875
Drg2	7.76171875	7.94140625	7.9140625	7.6953125	8.0703125	7.8125	7.75	8.1484375	7.74609375	8.0390625	7.66015625	7.8125	7.95703125	7.84375
Drosha	7.390625	7.8046875	7.69140625	7.7578125	7.6953125	7.6484375	7.62109375	7.19921875	7.71875	7.15234375	7.53125	7.38671875	7.671875	7.6953125
Drp2	5.47265625	5.296875	5.15625	5.2265625	5.06640625	5.0703125	5.203125	5.79296875	5.38671875	5.16796875	5.30859375	5.51171875	5.37109375	5.171875
Dsc1	3.86328125	3.8125	3.767578125	3.80078125	3.75	3.767578125	3.888671875	3.771484375	3.78125	3.896484375	3.931640625	3.79296875	3.861328125	3.794921875
Dsc2	6.05078125	6.59765625	6.1796875	6.03515625	6.15625	6.2421875	5.6953125	6.140625	6.18359375	6.49609375	5.80859375	6.06640625	6.11328125	5.7265625
Dsc3	4.19140625	4.0703125	4.19140625	4.14453125	4.015625	4.12109375	3.974609375	4.484375	4.0078125	4.2578125	4.18359375	4.171875	4.12109375	4.65234375
Dscam	5.6328125	5.60546875	5.578125	5.49609375	5.5390625	5.484375	5.61328125	5.48046875	5.30078125	5.0234375	5.4140625	5.3671875	5.22265625	5.3984375
Dscaml1	5.3515625	5.04296875	5.01953125	4.81640625	4.53515625	5.00390625	5.28125	5.5078125	5.23046875	5.1875	5.17578125	5.32421875	4.79296875	6.0234375
Dscc1	3.365234375	3.56640625	3.4375	3.513671875	3.8671875	3.5234375	3.376953125	3.419921875	3.5390625	3.529296875	3.59375	3.44140625	3.484375	3.419921875
Dscr3	7.51953125	8.140625	7.9375	8.0078125	8.09375	7.80859375	7.98828125	7.68359375	7.984375	7.6015625	7.88671875	7.85546875	8.0703125	7.95703125
Dse	7.8984375	7.66015625	7.87890625	8.21875	8.09375	8.0234375	8.4296875	7.578125	8.078125	7.48046875	8.3359375	8.0390625	8.3671875	7.94921875
Dsel	6.41015625	6.640625	6.41796875	6.75390625	6.671875	6.4765625	6.9140625	6.1015625	6.76171875	5.953125	6.828125	6.421875	6.796875	6.390625
Dsg1b	4.359375	3.9814453125	4.091796875	3.8662109375	3.7578125	3.8349609375	3.9658203125	4.05078125	3.9560546875	4.056640625	4.076171875	3.9658203125	3.927734375	3.9853515625
Dsg1c	3.654296875	3.52734375	3.68359375	3.8125	3.689453125	3.671875	3.4453125	3.88671875	3.68359375	3.966796875	3.66796875	3.552734375	3.953125	3.455078125
Dsg2	8.0625	7.96484375	7.96875	7.66796875	7.71875	8.2421875	7.51953125	7.984375	8.1171875	8.4296875	7.52734375	7.9296875	7.86328125	7.4921875
Dsg3	4.02734375	4.18359375	4.2265625	4.0703125	4.0390625	4.05078125	4.1484375	4.1171875	3.884765625	4.2109375	4.328125	4.16015625	4.25	4.0078125
Dsg4	4.04296875	4.1796875	3.947265625	3.833984375	3.80859375	4.0390625	4.02734375	3.837890625	3.89453125	3.96484375	3.943359375	3.82421875	4.0390625	3.84375
Dsn1	5.484375	5.25390625	5.39453125	5.35546875	5.23828125	5.25	5.4453125	5.7265625	5.35546875	5.37109375	5.8046875	5.22265625	5.33984375	5.8203125
Dsp	8.203125	8.890625	8.921875	8.5234375	8.515625	8.53125	8.2421875	8.0703125	8.609375	8.7890625	8.3515625	8.234375	8.328125	7.71484375
Dspp	5.37890625	5.09375	5.08203125	5.078125	4.79296875	5.1640625	5.10546875	4.6875	5.046875	5.03125	5.11328125	5.0625	4.88671875	4.80078125
Dst	8.4765625	9.125	9.0078125	9.2578125	9.046875	9.0859375	8.890625	8.0625	8.9375	7.90234375	8.734375	8.5	8.859375	8.765625
Dstn	10.4609375	10.2734375	10.421875	10.53125	10.609375	10.4140625	10.40625	10.53125	10.6328125	10.2890625	10.2890625	10.3671875	10.3984375	10.53125
Dstyk	7.2578125	7.296875	7.453125	7.4140625	7.3515625	7.421875	7.265625	6.8671875	7.36328125	6.9296875	7.4296875	7.09375	7.4609375	7.40625
Dtd1	7.5234375	8.015625	7.765625	7.77734375	7.75	7.8984375	7.84765625	7.70703125	7.6328125	7.4765625	7.66015625	7.3828125	8.0625	7.3671875
Dtd2	8.0703125	8.515625	8.296875	8.203125	8.1328125	8.15625	8.328125	8.3046875	8.1796875	8.203125	8.21875	7.9296875	8.53125	7.875
Dthd1	3.939453125	3.869140625	3.837890625	3.859375	3.818359375	3.921875	3.796875	4.24609375	3.841796875	3.849609375	3.814453125	3.84375	3.89453125	3.853515625
Dtl	4.25	4.19921875	4.18359375	4.125	4.265625	4.26171875	4.06640625	4.77734375	4.12109375	4.28515625	4.25390625	4.3359375	4.04296875	4.6640625
Dtna	6.48828125	5.83984375	6.28515625	6.2734375	6.3671875	6.2890625	6.02734375	6.70703125	6.44921875	6.12890625	6.2578125	6.2734375	6.43359375	6.43359375
Dtnb	8.96875	8.859375	9.0703125	8.7421875	8.796875	8.953125	8.640625	9.1015625	8.7734375	9.2421875	8.796875	9.0546875	8.8203125	8.203125
Dtnbp1	7.47265625	7.1640625	7.46875	7.671875	7.5703125	7.5859375	7.6953125	7.3359375	7.27734375	7.078125	7.33203125	7.51171875	7.46875	7.69140625
Dtwd1	7.01171875	7.390625	7.13671875	7.203125	7.4921875	7.1640625	6.984375	7.64453125	7.12890625	7.11328125	7.09375	6.94140625	7.1640625	7.08984375
Dtwd2	5.421875	5.34765625	5.46484375	5.52734375	5.61328125	5.6171875	5.5234375	5.4921875	5.4609375	5.58984375	5.6015625	5.5625	5.4140625	5.41015625
Dtx1	7.8515625	7.51953125	7.6953125	7.703125	7.6953125	7.7578125	7.453125	8.109375	7.84375	8.3125	7.86328125	7.9765625	7.96484375	7.33203125
Dtx2	7.203125	7.09375	7.00390625	7.21484375	7.32421875	6.88671875	7.2265625	7.1015625	7.04296875	6.60546875	7.26171875	6.921875	7.421875	7.234375
Dtx3	7.5859375	7.78515625	7.46875	7.7890625	7.875	7.6484375	7.56640625	6.93359375	7.6171875	6.9140625	7.4609375	7.59765625	7.5625	7.4765625
Dtx3l	7.58984375	7.61328125	7.61328125	7.71875	7.76953125	7.45703125	7.70703125	8.171875	8.0390625	6.89453125	7.6640625	7.7734375	7.7421875	8.921875
Dtx4	8.3203125	7.94921875	7.96484375	7.8046875	8.2890625	8.125	8.234375	8.5859375	8.1328125	8.640625	8.4140625	8.359375	8.390625	8.2421875
Dtymk	7.703125	7.5625	7.65234375	7.55078125	7.71875	7.6953125	7.53515625	7.84375	7.53125	7.6953125	7.5546875	7.5625	7.57421875	7.65234375
Dubr	6.26171875	6.2890625	6.23046875	6.30078125	6.31640625	6.1875	6.453125	5.6953125	6.63671875	5.73046875	6.41015625	6.375	6.8359375	6.65625
Duox1	4.94921875	4.7421875	4.6875	4.77734375	4.546875	4.76171875	5.03515625	4.78515625	4.7265625	4.77734375	4.84765625	4.734375	4.62109375	4.4765625
Duox2	4.9375	4.58203125	4.9375	4.67578125	4.56640625	4.55078125	4.7578125	4.8359375	5.05078125	5.19140625	4.8984375	5.0859375	4.92578125	4.8203125
Duoxa1	5.94140625	5.90234375	5.859375	6.09375	5.765625	5.828125	6.14453125	6.08984375	5.68359375	5.83203125	6.1953125	5.85546875	5.625	5.55078125
Duoxa2	4.83203125	4.890625	5.09375	4.83984375	4.35546875	4.421875	4.7421875	5.33984375	5.14453125	4.94140625	4.91015625	4.76953125	4.703125	4.78125
Dupd1	6.6328125	6.39453125	6.3046875	6.26953125	6.125	6.4453125	6.4921875	6.34375	6.078125	6.4375	6.45703125	6.4140625	6.22265625	6.16015625
Dus1l	6.64453125	6.8125	6.71484375	6.58984375	6.73828125	6.87890625	6.6171875	6.9296875	6.5546875	6.87890625	6.8828125	6.67578125	6.8359375	6.69140625
Dus2	6.28515625	6.49609375	6.25390625	6.296875	6.73046875	6.2265625	6.17578125	6.3984375	6.5	6.046875	6.1953125	5.97265625	6.5625	6.3984375
Dus3l	7.34765625	7.53125	7.546875	7.66015625	7.53125	7.50390625	7.51171875	7.62109375	7.390625	7.6484375	7.5546875	7.58984375	7.57421875	7.48828125
Dus4l	5.49609375	5.44921875	5.48828125	5.4140625	5.9765625	5.72265625	5.66796875	5.71875	5.58984375	5.51171875	5.62109375	5.80859375	5.8359375	5.88671875
Dusp1	12.140625	12.0859375	11.8515625	12.2890625	12.328125	12.1015625	12.3515625	11.7578125	12.234375	11.734375	12.28125	12.140625	12.4296875	12.328125
Dusp10	7.33984375	7.9609375	7.57421875	8.125	7.99609375	7.390625	7.484375	7.3671875	7.37890625	6.93359375	7.3984375	7.37109375	7.76171875	7.5
Dusp11	9.0625	9.25	9.3359375	8.9140625	9.328125	9.390625	9.140625	9.234375	9.4609375	9.2265625	9.125	9.2265625	9.2578125	9.125
Dusp12	6.298828125	6.19921875	6.205078125	6.228515625	6.2265625	6.1875	6.107421875	6.15625	6.001953125	6.376953125	6.193359375	6.1875	6.1953125	5.92578125
Dusp13	6.02734375	5.7421875	5.76171875	5.625	5.64453125	5.71484375	5.8125	5.81640625	5.5	5.98828125	5.91015625	5.66796875	5.59375	5.47265625
Dusp14	7.078125	7.1953125	7.08984375	7.2890625	7.06640625	7.10546875	7.03125	6.65234375	7.12890625	6.76171875	7.25	7.0390625	7.046875	6.69921875
Dusp15	4.39453125	4.609375	4.71484375	4.64453125	4.5234375	4.265625	4.43359375	5.29296875	4.58203125	4.4296875	4.5546875	4.37109375	4.41796875	4.6796875
Dusp16	7.28515625	7.171875	7.203125	7.16015625	7.36328125	7.16796875	7.203125	7.3984375	7.5078125	7.2578125	7.234375	7.23046875	7.4609375	7.55859375
Dusp18	7.05078125	8.1171875	7.66796875	8.2421875	7.6328125	7.49609375	7.62109375	6.79296875	7.53515625	6.84375	7.5234375	7.34375	7.65234375	6.96875
Dusp19	7.8359375	8.1484375	8.25	7.87109375	8.09375	7.7890625	7.78125	8.03125	8.25	7.80859375	7.8046875	7.7421875	7.91796875	7.90625
Dusp2	6.8984375	6.41015625	6.53515625	6.07421875	6.59375	6.2578125	6.4375	7.12109375	6.53515625	6.29296875	6.46484375	6.71484375	6.671875	7.34765625
Dusp21	3.720703125	3.994140625	4.140625	3.80078125	3.8984375	3.8828125	3.9140625	3.955078125	4.00390625	4.046875	4.0625	3.861328125	4.02734375	3.857421875
Dusp22	8.75	8.7734375	8.703125	8.5390625	8.7265625	8.5625	8.53125	8.796875	8.6640625	8.53125	8.703125	8.40625	8.8359375	8.5859375
Dusp23	7.578125	7.390625	7.421875	7.4140625	7.14453125	7.25	7.17578125	7.53125	7.08203125	7.67578125	7.5859375	7.41015625	7.390625	6.94921875
Dusp26	7.890625	7.36328125	7.36328125	7.17578125	7.421875	7.6015625	7.19921875	8.1171875	7.23828125	8.03125	7.48046875	7.46875	7.57421875	7.05859375
Dusp27	4.42578125	4.59765625	4.3984375	4.34765625	4.06640625	4.1328125	4.28515625	4.40625	4.1875	4.2421875	4.44921875	4.328125	4.09765625	4.28125
Dusp28	6.9375	7.1640625	7.04296875	7.05859375	6.90625	6.765625	6.9375	6.99609375	6.78125	6.94140625	6.93359375	6.9453125	6.9296875	6.5625
Dusp3	7.43359375	7.9140625	7.73828125	7.83984375	8.078125	7.69921875	8.0078125	7.7734375	8.0625	7.52734375	7.8359375	7.796875	8.1640625	7.9609375
Dusp4	6.16015625	5.8984375	5.66015625	5.70703125	5.890625	5.5859375	5.8203125	6.55859375	5.80078125	5.70703125	5.75	6.03515625	5.54296875	6.77734375
