gene_symbol	GSM3625299	GSM3625300	GSM3625302	GSM3625298	GSM3625303	GSM3625306	GSM3625305	GSM3625301	GSM3625304
Ap4b1	5.31640625	5.390625	5.4296875	5.62890625	5.484375	5.6640625	5.25	5.453125	5.79296875
Ap4e1	5.7890625	5.515625	5.515625	5.2734375	5.515625	5.5078125	5.515625	5.515625	5.515625
Ap4m1	6.078125	5.9296875	5.93359375	5.9296875	5.9296875	5.9296875	5.9296875	5.77734375	5.8671875
Ap4s1	7.9453125	8.0625	7.9765625	7.9453125	7.9375	7.9453125	7.9453125	7.796875	8.0703125
Ap5b1	5.19921875	4.99609375	5.33984375	4.94921875	4.890625	5.20703125	5.44140625	5.2265625	5.18359375
Ap5m1	6.01953125	5.86328125	5.86328125	5.7578125	5.86328125	6.10546875	5.84375	5.86328125	5.6640625
Ap5s1	6.66015625	6.6015625	6.6015625	6.6015625	6.67578125	6.5078125	6.55078125	6.6015625	6.6015625
Ap5z1	6.35546875	6.2734375	6.3828125	6.3828125	6.3203125	6.3828125	6.3828125	6.3828125	6.40625
Apaf1	5.375	5.51953125	5.5	5.46875	5.484375	5.5546875	5.33984375	5.51953125	5.796875
Apba1	7.75	7.95703125	8.125	7.91796875	7.95703125	7.75	7.3515625	7.80859375	7.6484375
Apba2	7.20703125	6.96484375	7.19140625	7.11328125	7.12890625	7.1171875	7.08203125	7.1171875	6.92578125
Apba3	6.37890625	6.37890625	6.37890625	6.37890625	6.59765625	6.41015625	6.37890625	6.3515625	6.3203125
Apbb1	7.69921875	7.61328125	7.8671875	7.7109375	7.80859375	7.9375	7.796875	7.80859375	7.9609375
Apbb1ip	5.79296875	5.53125	5.625	5.625	5.6328125	5.6328125	5.578125	5.55859375	5.3671875
Apbb2	7.390625	7.515625	7.74609375	7.43359375	7.62890625	7.42578125	7.33984375	7.85546875	7.41796875
Apbb3	6.9453125	7.0234375	6.9453125	6.9453125	7.15234375	6.93359375	6.71875	6.9453125	6.9453125
Apc	7.8125	7.8984375	7.9609375	7.73046875	8.125	7.90234375	7.84375	7.85546875	7.77734375
Apc2	6.7578125	6.87890625	7.015625	6.6875	6.69921875	7.10546875	6.87890625	6.9140625	7.0234375
Apcdd1	6.3515625	6.28125	6.28125	6.296875	6.28125	6.0859375	6.21484375	6.57421875	6.1640625
Apeh	6.7890625	6.78515625	6.84375	6.671875	6.76171875	6.79296875	6.84765625	6.46875	6.78515625
Apex1	7.9765625	7.8359375	7.8515625	7.984375	7.83203125	7.9609375	8.109375	7.90625	7.83203125
Apex2	6.453125	6.51171875	6.26953125	6.0859375	6.0859375	6.26953125	6.26953125	6.30859375	6.26953125
Aph1a	6.328125	6.640625	6.517578125	6.533203125	6.484375	6.580078125	6.556640625	6.533203125	6.44921875
Aph1b	6.2421875	6.2421875	6.28515625	6.2421875	6.2890625	6.296875	6.2421875	6.19921875	6.19921875
Aph1c	5.9921875	6.0	6.17578125	6.21875	5.78515625	5.80078125	5.96484375	6.0	6.11328125
Api5	6.8515625	6.4453125	6.85546875	6.94921875	6.8515625	6.96875	6.60546875	7.03125	6.76171875
Apip	7.05859375	6.9765625	7.171875	7.00390625	6.9765625	7.03125	7.05859375	7.07421875	7.0234375
Apitd1	6.41015625	6.14453125	6.20703125	6.20703125	6.1171875	6.3125	6.33984375	6.20703125	6.20703125
Aplf	4.91015625	4.953125	5.1796875	4.9296875	4.9609375	5.05078125	5.16796875	4.91015625	4.953125
Apln	6.08984375	6.25390625	6.16796875	6.33203125	6.1875	6.11328125	6.1796875	6.109375	6.28125
Aplnr	4.8984375	4.8984375	4.8125	5.10546875	4.98828125	4.8984375	4.97265625	4.83203125	4.6015625
Aplp1	8.7421875	8.9921875	9.0546875	8.8828125	8.890625	9.1953125	9.0	8.984375	9.21875
Aplp2	9.453125	9.4765625	9.75	9.5	9.5859375	9.4765625	9.25	9.5	9.578125
Apmap	6.96875	6.56640625	6.609375	6.609375	6.31640625	6.52734375	6.5703125	6.640625	6.69140625
Apoa1	6.3125	6.328125	6.26953125	6.2109375	6.1328125	6.0859375	6.44140625	6.12109375	6.26953125
Apoa1bp	8.7890625	8.9453125	8.7265625	8.8125	8.8125	8.6484375	8.8359375	8.8828125	8.8046875
Apoa2	7.421875	7.2734375	7.33984375	7.390625	7.27734375	7.45703125	7.4921875	7.48046875	7.2265625
Apoa4	5.03515625	5.08984375	4.8125	5.03515625	5.03515625	4.94921875	4.8984375	5.03515625	5.03515625
Apoa5	5.25	5.20703125	5.2421875	5.29296875	5.21484375	5.0625	5.2421875	5.43359375	5.2734375
Apob	4.2734375	4.296875	4.328125	4.2734375	4.2734375	4.2734375	4.15234375	4.2734375	4.2734375
Apobec1	4.66015625	4.66015625	4.625	4.94140625	4.6796875	4.90234375	4.5	4.625	4.66015625
Apobec2	5.6328125	5.54296875	5.421875	5.66796875	5.41796875	5.6015625	5.57421875	5.59765625	5.8203125
Apobec3	4.91015625	5.15625	4.890625	4.81640625	4.83203125	5.119140625	4.876953125	4.86328125	4.96875
Apobec4	3.13671875	3.126953125	2.94140625	3.4375	3.3515625	3.13671875	2.822265625	3.1796875	3.13671875
Apobr	5.54296875	5.54296875	5.54296875	5.54296875	5.54296875	5.52734375	5.54296875	5.56640625	5.54296875
Apoc1	7.9296875	7.7109375	7.4140625	8.359375	7.87890625	8.0078125	8.3046875	7.73828125	7.6484375
Apoc3	5.8125	5.71484375	5.73046875	5.828125	5.828125	6.08984375	6.03515625	5.828125	5.828125
Apoc4	5.74609375	5.73046875	5.49609375	5.6015625	5.51171875	5.734375	5.62109375	5.7578125	5.6484375
Apoc4-apoc2	4.23046875	4.9453125	4.32421875	4.609375	4.69921875	4.421875	5.0234375	4.68359375	4.703125
Apod	9.71875	9.78125	9.953125	9.890625	9.75	9.484375	9.40625	9.6171875	9.6640625
Apoe	11.453125	11.5703125	11.6328125	11.5078125	11.515625	11.765625	11.6875	11.6953125	11.84375
Apof	3.822265625	3.916015625	3.705078125	3.904296875	3.79296875	3.94140625	3.822265625	3.845703125	3.736328125
Apoh	3.580078125	4.01171875	3.736328125	4.1015625	3.740234375	3.908203125	3.953125	3.9453125	3.96875
Apol10a	4.234375	3.8359375	4.12890625	3.80859375	3.908203125	3.927734375	3.9296875	3.80859375	4.390625
Apol10b	3.228515625	3.228515625	3.228515625	2.9921875	3.228515625	3.314453125	2.921875	3.318359375	3.2421875
Apol6	5.171875	5.3046875	5.359375	5.234375	5.21484375	4.8359375	5.234375	5.34375	5.1015625
Apol7a	3.240234375	3.072265625	2.8671875	3.0625	3.154296875	3.0625	3.0625	3.0625	3.0625
Apol7c	3.6171875	3.6171875	3.6171875	3.265625	2.783203125	2.830078125	3.6171875	3.482421875	4.42578125
Apol7d	4.71875	4.83203125	4.70703125	4.6640625	4.61328125	5.0234375	4.734375	4.76171875	4.91796875
Apol7e	3.8408203125	4.24609375	4.26953125	4.345703125	4.24609375	4.21484375	4.224609375	4.197265625	4.24609375
Apol8	5.71484375	5.8359375	5.76953125	5.984375	5.76171875	5.7421875	5.94140625	5.78125	5.66015625
Apol9a	4.56640625	4.5	4.380859375	4.396484375	4.59765625	4.595703125	4.552734375	4.494140625	4.5
Apold1	5.0	5.0	5.0546875	5.0	5.0	4.96875	5.0234375	5.0	4.8359375
Apom	3.662109375	3.7734375	3.673828125	3.6796875	3.6796875	3.8359375	3.6796875	3.498046875	3.703125
Apon	3.4609375	3.708984375	3.1640625	3.326171875	3.681640625	3.484375	3.044921875	3.12890625	3.287109375
Apoo-ps	8.73828125	8.42578125	8.52734375	8.63671875	8.4765625	8.453125	8.46875	8.28515625	8.037109375
Apool	5.17578125	5.70703125	5.5546875	5.51953125	5.51953125	5.3671875	5.4296875	5.58984375	5.140625
Apopt1	7.29296875	7.3046875	7.26171875	7.33984375	7.2109375	7.34375	7.3359375	7.2890625	7.15625
App	10.1875	10.2109375	10.609375	10.28125	10.4140625	10.515625	10.2265625	10.359375	10.5234375
Appbp2	7.828125	7.671875	7.83984375	7.828125	7.62109375	7.83203125	7.79296875	8.0	7.82421875
Appbp2os	5.03125	4.69140625	4.66796875	4.69140625	4.63671875	4.859375	4.69140625	4.625	4.484375
Appl1	8.46875	8.4140625	8.46875	8.46875	8.484375	8.5625	8.4921875	8.4453125	8.46875
Appl2	8.140625	8.1328125	8.21875	8.1640625	8.078125	8.2890625	8.140625	7.91015625	8.140625
Aprt	6.85546875	7.07421875	7.07421875	7.07421875	6.94921875	7.11328125	7.08203125	7.07421875	7.1796875
Aptx	6.70703125	6.83984375	6.71875	6.5703125	6.62890625	6.5	6.52734375	6.5703125	6.79296875
Aqp1	4.921875	5.1953125	4.90625	5.31640625	4.734375	4.76171875	4.921875	4.73828125	4.921875
Aqp11	6.9765625	6.7734375	6.59375	6.71484375	6.609375	6.5390625	6.65234375	6.66796875	6.62109375
Aqp12	5.640625	5.33203125	5.39453125	5.5234375	5.5234375	5.58203125	5.39453125	5.640625	5.6328125
Aqp2	5.6484375	5.80078125	5.53125	5.546875	5.53125	5.5390625	5.66015625	5.58203125	6.02734375
Aqp3	5.171875	5.265625	5.21875	5.1328125	5.13671875	5.05859375	5.19921875	5.28125	5.28125
Aqp4	6.7890625	7.15625	6.98046875	6.9609375	6.84765625	6.91015625	6.78515625	6.9375	7.09765625
Aqp5	5.55859375	5.609375	5.484375	5.58984375	5.58984375	5.67578125	5.78515625	5.6640625	5.62890625
Aqp6	3.591796875	3.888671875	3.591796875	3.591796875	3.591796875	3.529296875	3.591796875	3.537109375	3.65234375
Aqp7	4.25390625	4.36328125	4.28125	4.80859375	4.41015625	4.40234375	4.359375	4.55078125	4.40234375
Aqp8	4.328125	4.328125	4.30859375	4.35546875	4.328125	4.38671875	4.328125	4.24609375	4.71484375
Aqp9	4.8046875	4.8046875	4.8125	4.703125	4.6796875	4.8046875	4.8515625	4.890625	4.78125
Aqr	7.125	7.06640625	7.26171875	6.96875	7.125	7.09765625	7.25	7.109375	7.15625
Ar	6.9375	6.49609375	7.0078125	6.8046875	6.796875	7.2578125	6.98046875	7.1328125	6.80078125
Araf	7.02734375	7.03125	7.0	6.99609375	7.00390625	7.1640625	7.03125	7.03125	7.08984375
Arap1	5.58203125	5.546875	5.66796875	5.58203125	5.53515625	5.58203125	5.58203125	5.58203125	5.58203125
Arap2	7.17578125	7.18359375	7.60546875	7.34375	7.2890625	6.91796875	7.09765625	7.30859375	6.9609375
Arap3	5.3515625	5.42578125	5.8515625	5.46484375	5.4375	5.3203125	5.44140625	5.48828125	5.62109375
Arc	6.49609375	6.625	6.30078125	6.6640625	6.41015625	6.02734375	6.296875	6.28125	6.4453125
Arcn1	8.0234375	8.0234375	8.1484375	8.0859375	7.921875	8.1171875	8.28125	8.140625	8.109375
Areg	4.45703125	4.5703125	4.60546875	4.75	4.4453125	4.5703125	4.7265625	4.55859375	4.59765625
Arel1	7.58203125	7.546875	7.63671875	7.34765625	7.58203125	7.58203125	7.5078125	7.69140625	7.58203125
Arf1	10.05859375	10.1015625	10.0546875	10.01953125	9.93359375	10.05859375	10.0859375	10.140625	10.03515625
Arf2	7.296875	7.34765625	7.34765625	7.34765625	7.22265625	7.34765625	7.51953125	7.34765625	7.36328125
Arf3	9.5625	9.6640625	9.8125	9.671875	9.8046875	9.8515625	9.6484375	9.921875	9.921875
Arf4	8.4765625	8.46875	8.5703125	8.59375	8.5234375	8.6328125	8.5546875	8.6171875	8.453125
Arf4os	5.54296875	5.74609375	5.62109375	5.69921875	5.6015625	5.62109375	5.58984375	5.56640625	5.62109375
Arf5	7.48828125	7.48828125	7.46484375	7.5078125	7.48828125	7.2578125	7.4921875	7.66015625	7.51953125
Arf6	9.3203125	9.1640625	9.3125	9.2421875	9.234375	9.0625	9.1796875	9.328125	9.0625
Arfgap1	7.671875	7.73046875	7.671875	7.76171875	7.80859375	7.625	7.65234375	7.671875	7.7109375
Arfgap2	7.171875	6.484375	6.73828125	6.4140625	6.96875	6.77734375	6.5390625	6.77734375	6.96484375
Arfgap3	6.06640625	6.03125	6.06640625	6.140625	6.06640625	6.3984375	6.06640625	5.9375	5.9921875
Arfgef1	7.546875	7.546875	7.609375	7.546875	7.75390625	7.546875	7.453125	7.546875	7.453125
Arfgef2	6.79921875	6.82109375	7.04765625	6.890625	6.8328125	7.0828125	7.02109375	6.928125	7.04296875
Arfgef3	7.84375	7.6875	7.6953125	7.6796875	7.67578125	7.94140625	7.8515625	7.83984375	7.81640625
Arfip1	6.0	6.04296875	5.59765625	5.875	5.55078125	5.6875	5.7109375	5.69921875	5.54296875
Arfip2	8.0390625	7.97265625	8.078125	7.9375	7.9609375	8.125	8.140625	8.0390625	8.140625
Arfrp1	7.359375	7.359375	7.3359375	7.3828125	7.48828125	7.27734375	7.4921875	7.33203125	7.2890625
Arg1	4.5	4.56640625	4.4609375	4.5	4.5	4.32421875	4.69921875	4.5	4.5
Arg2	5.69140625	5.68359375	5.80859375	5.6953125	5.53515625	5.69140625	5.484375	5.69140625	5.61328125
Arglu1	8.4609375	8.5	8.4375	8.453125	8.453125	8.5078125	8.53125	8.15625	8.4453125
Arhgap1	7.484375	7.50390625	7.55859375	7.77734375	7.36328125	7.65625	7.6171875	7.65625	7.55859375
Arhgap10	4.6328125	4.69140625	4.6328125	4.6328125	4.6328125	4.8203125	4.54296875	4.6328125	4.6328125
Arhgap11a	3.869140625	4.0078125	4.16796875	4.01953125	4.2109375	3.677734375	3.642578125	4.0390625	4.0078125
Arhgap12	7.8515625	7.77734375	7.828125	7.6484375	7.87109375	7.94140625	7.828125	7.7890625	7.98828125
Arhgap15	3.041015625	3.228515625	3.322265625	3.2421875	3.455078125	3.228515625	3.177734375	3.419921875	3.228515625
Arhgap17	5.8671875	5.8671875	5.66796875	5.828125	5.9765625	5.87109375	5.76171875	5.91015625	5.8671875
Arhgap18	6.5234375	6.34765625	6.46875	6.51171875	6.46875	6.796875	6.46875	6.30859375	6.46875
Arhgap19	4.765625	4.56640625	4.34765625	4.6015625	4.4140625	4.72265625	4.90234375	4.55078125	4.69921875
Arhgap20	7.70703125	7.53125	7.6328125	7.5546875	7.60546875	7.72265625	7.72265625	7.52734375	7.78125
Arhgap20os	4.48046875	4.48828125	4.265625	4.45703125	4.62890625	4.48828125	4.48828125	4.49609375	4.4375
Arhgap21	8.4296875	8.3984375	8.46875	8.34375	8.3984375	8.3984375	8.3984375	8.2734375	8.3984375
Arhgap22	5.8515625	5.8046875	5.8046875	5.8046875	5.8046875	5.87890625	5.8046875	5.8046875	5.67578125
Arhgap23	7.51953125	7.4921875	7.57421875	7.61328125	7.37109375	7.34765625	7.1484375	7.359375	7.4296875
Arhgap24	6.6171875	6.8125	7.09375	6.90234375	7.00390625	6.91015625	6.91015625	6.71875	7.09765625
Arhgap25	4.1484375	4.01953125	3.9609375	4.5	4.1484375	3.8671875	4.00390625	4.390625	4.4453125
Arhgap26	7.7578125	7.8125	7.7421875	7.640625	7.6328125	8.1015625	7.9375	7.78125	7.98046875
Arhgap27	6.076171875	6.0078125	6.0390625	5.990234375	6.046875	5.740234375	5.958984375	6.0234375	5.990234375
Arhgap28	3.3515625	3.455078125	3.396484375	3.6796875	3.43359375	3.455078125	3.455078125	3.490234375	3.521484375
Arhgap29	5.484375	5.5234375	5.484375	5.671875	5.47265625	5.1484375	5.1875	5.7578125	5.375
Arhgap30	4.94921875	4.94921875	4.94921875	4.93359375	4.94921875	5.0390625	4.9453125	4.94921875	4.9453125
Arhgap31	6.015625	6.015625	6.05859375	5.86328125	5.92578125	6.03125	6.015625	6.03515625	6.09765625
Arhgap32	8.3828125	8.2890625	8.609375	8.4453125	8.5390625	8.046875	7.7890625	8.546875	7.8984375
Arhgap33	6.578125	6.55078125	6.578125	6.578125	6.578125	6.625	6.66015625	6.578125	6.5703125
Arhgap33os	5.52734375	5.5390625	5.5859375	5.57421875	5.578125	5.61328125	5.59765625	5.42578125	5.57421875
Arhgap35	8.6328125	8.59375	8.6171875	8.4921875	8.59375	8.6640625	8.40625	8.5859375	8.6640625
Arhgap36	7.921875	7.87890625	7.44921875	7.5	7.671875	8.328125	8.34375	7.8046875	8.0
Arhgap39	6.80078125	6.75390625	6.80078125	6.6796875	6.8046875	6.86328125	6.80078125	6.80078125	6.80078125
Arhgap4	6.076171875	5.96875	6.109375	6.06640625	6.15234375	6.208984375	6.162109375	6.166015625	6.142578125
Arhgap40	4.5	4.52734375	4.375	4.453125	4.4765625	4.5234375	4.66796875	4.52734375	4.515625
Arhgap42	5.873046875	5.67578125	5.865234375	5.6953125	5.71484375	5.625	5.408203125	5.64453125	5.62109375
Arhgap44	7.81640625	7.81640625	8.1328125	7.9375	7.8984375	7.66015625	7.58203125	7.98046875	7.77734375
Arhgap5	7.62109375	7.42578125	7.78515625	7.58203125	7.54296875	7.21875	7.54296875	7.54296875	7.296875
Arhgap6	6.265625	6.1015625	5.81640625	5.85546875	6.15625	6.6171875	6.6875	6.2421875	6.26171875
Arhgap8	4.65234375	4.71484375	4.7109375	4.7109375	4.70703125	4.5	4.6171875	4.7109375	4.98828125
Arhgap9	4.4765625	4.671875	4.671875	4.671875	4.671875	4.6875	4.70703125	4.671875	4.69140625
Arhgdia	9.328125	9.4375	9.4453125	9.3671875	9.3984375	9.4296875	9.34375	9.53125	9.4609375
Arhgdib	5.6875	6.18359375	6.16015625	6.1015625	6.18359375	6.33203125	6.18359375	6.5	6.45703125
Arhgdig	7.29296875	7.3515625	7.25	7.4140625	7.20703125	6.8671875	7.25	7.3203125	7.2109375
Arhgef1	6.38671875	6.73046875	6.6328125	6.47265625	6.6328125	6.7265625	6.6328125	6.6484375	6.6328125
Arhgef10	6.421875	6.35546875	6.546875	6.18359375	6.421875	6.59375	6.16015625	6.421875	6.4609375
Arhgef10l	5.56640625	5.828125	5.828125	5.7421875	5.9375	5.87109375	5.78125	5.828125	6.10546875
Arhgef11	7.5546875	7.453125	7.6640625	7.53515625	7.609375	7.62109375	7.50390625	7.64453125	7.69921875
Arhgef12	7.66015625	7.54296875	7.66015625	7.5234375	7.65625	7.66015625	7.66015625	7.6640625	7.74609375
Arhgef15	6.55859375	6.578125	6.546875	6.4609375	6.546875	6.4609375	6.546875	6.671875	6.546875
Arhgef16	4.390625	4.390625	4.23046875	4.44140625	4.34375	4.359375	4.390625	4.1953125	4.60546875
Arhgef17	7.16796875	7.31640625	7.328125	7.21875	7.3125	7.3203125	7.3125	7.32421875	7.359375
Arhgef18	6.04296875	6.09765625	6.09765625	6.0625	6.09765625	6.0703125	6.0625	6.09765625	6.1640625
Arhgef19	5.34375	5.33984375	5.30859375	5.26953125	5.34765625	5.3203125	5.3046875	5.234375	5.36328125
Arhgef2	6.32421875	6.65625	6.75390625	6.609375	6.609375	6.5703125	6.51171875	6.609375	6.609375
Arhgef25	6.953125	7.04296875	7.04296875	6.98046875	6.84765625	7.296875	7.03515625	7.06640625	7.2734375
Arhgef26	5.625	6.06640625	6.10546875	5.96484375	6.10546875	6.2890625	6.10546875	6.0390625	6.59765625
Arhgef28	6.55078125	6.59375	6.5546875	6.43359375	6.6484375	6.5234375	6.5546875	6.5234375	6.60546875
Arhgef3	6.9296875	6.65625	7.1171875	7.12890625	6.9453125	6.59375	6.54296875	6.80859375	6.80859375
Arhgef33	4.24609375	4.23046875	4.23046875	4.18359375	4.359375	4.23046875	4.4375	3.88671875	4.23046875
Arhgef37	3.458984375	4.1484375	4.140625	3.712890625	3.966796875	3.751953125	3.966796875	4.23828125	3.966796875
Arhgef38	3.5166015625	3.5078125	3.4296875	3.5087890625	3.5	3.4306640625	3.5185546875	3.4755859375	3.634765625
Arhgef39	5.03125	5.2421875	5.1015625	4.85546875	5.03125	5.015625	5.04296875	5.03125	5.16015625
Arhgef4	8.1015625	8.0	8.1953125	8.1484375	8.1640625	8.25	8.1953125	8.1640625	8.3359375
Arhgef40	6.2734375	6.2734375	6.22265625	6.2734375	6.27734375	6.015625	6.28125	6.2734375	6.2734375
Arhgef5	5.189453125	5.400390625	5.234375	5.341796875	5.224609375	5.1796875	5.056640625	5.224609375	5.216796875
Arhgef6	5.39453125	5.33203125	5.19140625	5.36328125	5.171875	5.61328125	5.578125	4.8125	5.3046875
Arhgef7	7.1015625	7.03515625	7.1875	7.0546875	7.1015625	7.1015625	7.0703125	7.12890625	7.1015625
Arhgef9	8.328125	8.2578125	8.6875	8.4296875	8.4375	8.6484375	8.4375	8.3671875	8.5703125
Arid1a	8.2734375	8.40625	8.40625	8.3671875	8.421875	8.421875	8.40625	8.546875	8.390625
Arid1b	6.90625	6.89453125	6.92578125	6.875	7.17578125	6.828125	6.91015625	6.8828125	6.80859375
Arid2	7.05078125	6.7734375	7.00390625	6.9140625	7.00390625	7.10546875	6.94140625	7.05859375	7.0625
Arid3a	5.49609375	5.69140625	5.6015625	5.5390625	5.54296875	5.65234375	5.79296875	5.8046875	5.78515625
Arid3b	5.46875	5.51953125	5.859375	5.51953125	5.34375	5.65625	5.296875	5.515625	5.64453125
Arid3c	4.36328125	4.4453125	4.42578125	4.53125	4.515625	4.4453125	4.4453125	4.4453125	4.48828125
Arid4a	6.7109375	6.640625	6.73046875	6.625	6.7109375	6.8984375	6.7109375	6.5546875	6.7109375
Arid4b	8.203125	8.015625	8.171875	8.1171875	8.171875	8.359375	8.1796875	8.03125	8.2109375
Arid5a	5.40234375	5.625	5.57421875	5.765625	5.57421875	5.40625	5.57421875	5.57421875	5.57421875
Arid5b	7.46484375	7.15234375	7.73046875	7.28515625	7.75	7.3984375	7.265625	7.75	7.40625
Arih1	8.1171875	7.9765625	8.2265625	8.078125	8.21875	8.1171875	8.109375	8.1171875	8.046875
Arih2	7.49609375	7.69921875	7.69921875	7.869140625	7.673828125	7.71875	7.798828125	7.67578125	7.6796875
Arih2os	5.69140625	5.38671875	5.5703125	5.7421875	5.67578125	5.44921875	5.76953125	5.65234375	5.765625
Arl1	11.1796875	11.1796875	11.2421875	11.1796875	11.109375	11.1171875	11.1796875	11.1796875	11.1796875
Arl10	6.57421875	6.5390625	6.79296875	6.44921875	6.38671875	7.05859375	6.91796875	6.94140625	7.05078125
Arl11	4.86328125	5.09375	5.0859375	5.2265625	5.22265625	5.046875	4.76171875	4.71875	5.25390625
Arl13a	3.267578125	3.30078125	3.158203125	3.2578125	2.98046875	3.2578125	3.009765625	3.3515625	3.11328125
Arl13b	5.8046875	5.953125	5.75	5.83984375	5.84765625	6.03125	5.87890625	5.6796875	5.73828125
Arl14	3.046875	3.212890625	2.94140625	3.08984375	3.041015625	3.08984375	3.150390625	3.08984375	3.08984375
Arl14ep	7.9375	7.97265625	8.09375	7.9765625	7.97265625	7.75	7.97265625	7.97265625	7.97265625
Arl14epl	4.734375	4.83984375	4.703125	4.81640625	4.265625	4.5703125	4.77734375	4.89453125	4.83984375
Arl15	7.109375	7.0234375	7.265625	6.98828125	7.0390625	7.00390625	6.83984375	7.22265625	6.984375
Arl16	6.015625	6.02734375	5.99609375	6.08984375	6.02734375	6.171875	6.01953125	6.02734375	6.0
Arl2	8.5859375	8.7421875	8.5078125	8.515625	8.5234375	8.5859375	8.6328125	8.5703125	8.6015625
Arl2bp	9.5546875	9.5	9.421875	9.578125	9.53125	9.5078125	9.53125	9.5625	9.5625
Arl3	10.3515625	10.2734375	10.421875	10.28125	10.28125	10.1796875	10.28125	10.2890625	10.203125
Arl4a	6.9921875	6.8203125	6.7421875	6.96875	6.8359375	6.96875	7.00390625	6.66015625	6.6484375
Arl4c	6.6015625	6.640625	6.640625	6.6484375	6.70703125	6.53125	6.62890625	6.640625	6.6796875
Arl4d	5.55078125	5.27734375	5.6328125	5.55078125	5.921875	5.55078125	5.45703125	5.59765625	5.55078125
Arl5a	8.2421875	8.109375	8.109375	8.078125	8.15625	7.99609375	8.25	8.265625	7.83984375
Arl5b	6.62890625	6.52734375	6.640625	6.98828125	6.4765625	6.421875	6.50390625	6.76171875	6.515625
Arl5c	4.87890625	5.140625	5.1484375	5.19921875	5.23828125	4.88671875	5.07421875	5.18359375	5.20703125
Arl6	7.90234375	7.765625	7.8828125	7.90625	7.8046875	7.98046875	8.0078125	7.8828125	7.80859375
Arl6ip1	10.0625	10.078125	10.046875	10.1796875	10.0703125	10.171875	10.2578125	10.15625	10.21875
Arl6ip4	8.6171875	8.53125	8.765625	8.6640625	8.6484375	8.796875	8.6484375	8.4140625	8.71875
Arl6ip5	7.6796875	7.703125	7.6953125	7.7890625	7.68359375	7.66796875	7.80078125	7.62109375	7.54296875
Arl6ip6	6.37109375	6.234375	6.34765625	6.6015625	6.5703125	6.37109375	6.4921875	6.32421875	6.09375
Arl8a	9.515625	9.6796875	9.84375	9.7265625	9.71875	9.5625	9.5859375	9.84375	9.6796875
Arl8b	9.0859375	9.015625	9.15625	9.0859375	9.0859375	9.078125	9.1640625	9.109375	9.0234375
Arl9	4.23828125	3.83984375	3.654296875	3.76171875	3.798828125	4.16796875	4.109375	3.8359375	3.83984375
Armc1	7.91015625	7.8125	8.046875	7.8515625	7.76953125	8.125	7.98828125	8.0546875	7.89453125
Armc10	6.34375	6.44140625	6.40625	6.35546875	6.4765625	6.33203125	6.1875	6.49609375	6.32421875
Armc12	4.1484375	4.2578125	4.09375	4.4375	3.974609375	4.1640625	4.26953125	4.2890625	4.2734375
Armc2	5.2822265625	5.02001953125	5.08056640625	5.408203125	5.5048828125	5.24365234375	5.314453125	5.33740234375	5.232421875
Armc3	4.4375	4.30859375	4.28515625	4.35546875	4.27734375	4.68359375	4.390625	4.10546875	4.41015625
Armc4	3.203125	3.3203125	3.2666015625	3.2197265625	3.2802734375	3.5712890625	3.4150390625	3.2060546875	3.314453125
Armc5	5.72265625	5.84375	5.72265625	5.72265625	5.72265625	5.6875	5.7265625	5.6015625	5.73828125
Armc6	5.75	6.03515625	5.94921875	6.24609375	5.84375	5.96484375	5.72265625	5.98828125	6.02734375
Armc7	6.078125	5.8515625	5.875	5.8828125	5.98828125	5.8828125	5.98046875	5.921875	5.64453125
Armc8	7.8984375	7.87109375	7.8984375	7.8984375	7.84375	7.8828125	7.8984375	7.91796875	7.8984375
Armc9	6.70703125	6.8828125	6.70703125	6.6484375	6.6171875	6.85546875	6.9453125	6.5390625	6.8515625
Armcx1	6.89453125	7.01171875	7.203125	7.03125	7.046875	7.265625	6.953125	6.80078125	7.14453125
Armcx2	7.296875	7.2578125	7.25390625	7.3125	7.296875	7.28125	7.3203125	7.296875	7.296875
Armcx3	7.7890625	7.736979166666667	7.8359375	7.6953125	7.697916666666667	7.807291666666667	7.78125	7.725260416666667	7.885416666666667
Armcx4	7.44140625	7.359375	7.359375	7.359375	7.359375	7.4921875	7.4453125	7.12109375	7.359375
Armcx5	7.068359375	6.9140625	6.84765625	6.77734375	6.8984375	6.955078125	6.791015625	6.78125	6.423828125
Armcx6	5.85546875	5.92578125	5.8515625	5.7890625	5.85546875	5.85546875	6.0	5.81640625	5.85546875
Armt1	4.6875	5.19921875	5.1328125	5.078125	4.84765625	5.11328125	5.1640625	5.1015625	5.09375
Arnt	7.1328125	7.15234375	7.1328125	7.0703125	7.16015625	7.12109375	7.07421875	7.1328125	7.20703125
Arnt2	7.6171875	7.70703125	7.6953125	7.7109375	7.515625	7.98046875	7.7265625	7.609375	7.91796875
Arntl	6.4375	6.390625	6.58203125	6.4921875	6.39453125	6.46875	6.37890625	6.4375	6.4375
Arntl2	6.37890625	6.3671875	6.36328125	6.359375	6.32421875	6.39453125	6.421875	6.00390625	6.5625
Arpc1a	8.4296875	8.5390625	8.65625	8.546875	8.515625	8.5703125	8.46875	8.5390625	8.5234375
Arpc1b	6.1875	6.525390625	6.349609375	6.490234375	6.3359375	6.310546875	6.287109375	6.490234375	6.365234375
Arpc2	9.734375	9.7265625	9.96875	9.8203125	9.78125	9.8515625	9.796875	9.796875	9.796875
