gene_symbol GSM2310360	GSM2310361	GSM2310362	GSM2310363	GSM2310364	GSM2310365	GSM2310366	GSM2310367
RGS14	321.5411	623.0689	359.2677	531.6921	317.50104	591.46735	286.663	467.78177
RGS16	172.05504	107.53816	179.47	100.466675	127.3687	126.348694	178.8389	95.621346
RGS17	878.6009	1018.956	871.80365	866.47375	801.6521	970.2281	857.90704	781.50653
RGS19	13466.887	14837.087	14411.843	12296.201	12515.243	13346.167	15087.931	12027.486
RGS2	145.26341	190.76424	170.73997	157.68852	154.00397	192.17719	215.87611	154.23932
RGS20	14947.738	15507.506	14198.889	12733.068	13296.405	14829.135	16782.908	13767.023
RGS3	2825.1677	3828.9214	2836.1123	3152.722	2861.7146	3652.1152	3312.653	3530.68
RGS4	215240.42	228038.48	210141.23	207905.36	211030.75	223279.28	227397.53	193140.84
RGS7	51.47371	45.201496	49.119667	35.734188	41.461998	48.55037	69.99909	43.16722
RGS7BP	19.594942	25.440044	20.279945	18.178259	22.053123	19.645258	20.474913	17.305952
RGS9BP	112.41737	176.38791	97.24173	119.79281	82.23564	150.11752	137.10136	152.47919
RHAG	19.617792	27.603292	21.849194	19.441593	23.724636	21.068588	22.182714	18.57685
RHBDD1	1104.2123	1359.4971	1163.4985	1334.8223	1045.819	1245.2609	1383.1268	1472.7188
RHBDD2	2582.297	5379.485	3082.4136	4330.4644	2906.826	4925.411	3500.9204	4893.5386
RHBDD3	5618.357	8856.36	6699.3506	7624.2236	6429.512	7953.0977	8363.068	8697.13
RHBDF1	1831.2361	2458.5447	2088.0752	2186.3445	1800.0494	2327.005	2119.2783	2346.8862
RHBDF2	18202.426	33683.152	18140.312	27924.045	16601.947	31766.328	21682.098	27709.754
RHBDL1	19485.373	17671.848	17070.215	18706.57	17491.693	17415.361	15752.64	15786.268
RHBDL2	280.70828	466.0817	252.21094	397.906	289.24753	438.27222	306.1014	370.8892
RHBDL3	20.138142	29.665167	23.2493	20.623388	24.46988	21.906181	23.271643	19.907812
RHBG	52.54608	34.257324	32.02276	33.89182	61.446274	52.44077	41.319027	40.89057
RHCE	19.925335	31.332207	24.453466	20.702652	22.817091	20.355803	21.084549	17.988031
RHEB	3107.6233	4219.151	3155.0693	3330.286	2850.0159	3881.5076	3986.782	3690.1907
RHEBL1	4082.39	8591.414	5104.2524	7066.3936	4627.1133	7638.242	5396.9272	8739.067
RHEX	2623.1946	3292.6226	2571.127	2962.445	2531.6821	2887.512	2957.5652	2918.3433
RHNO1	4995.0503	4004.3965	5076.005	3042.817	4815.478	3461.4165	6096.263	3064.1196
RHOA	15532.519	14905.143	16995.992	13169.097	16116.902	13829.777	19171.518	13977.768
RHOB	2763.87	3003.6296	3050.6694	2927.5115	2869.576	2967.5588	4183.1597	4513.3926
RHOBTB1	84.83087	279.4837	63.94348	227.41086	74.76399	413.68082	83.60247	271.57483
RHOBTB2	247.60353	460.08984	288.24982	387.62003	241.55673	422.65262	316.3762	358.5
RHOBTB3	2052.1035	2982.1719	2023.8187	2461.3562	1807.8256	2770.902	2133.0789	2488.787
RHOC	9710.866	14752.247	10767.871	12743.88	10764	13687.561	11326.376	14000.248
RHOD	1554.7764	2502.1653	1784.4159	2264.6584	1740.6984	2327.328	2024.1707	2382.9163
RHOF	474.18182	474.84177	584.70746	470.9163	562.36896	490.5665	637.9088	488.44962
RHOG	5982.7246	5455.1514	6186.3857	4735.7095	5806.8115	3558.262	7478.2275	5673.9756
RHOH	37.42575	87.053795	36.268257	76.6931	40.246304	84.49008	40.57444	67.4564
RHOQ	8068.1147	10853.956	8052.647	8773.664	7749.6025	10687.06	9959.578	9249.945
RHOT1	324.34338	235.87674	286.42148	238.19958	284.12744	223.51227	301.9047	209.00618
RHOT2	16195.1	20826.053	17686.525	17193.076	16345.748	18256.941	19728.309	18356.598
RHOU	962.21875	1623.0284	1026.2369	1477.5162	1014.2244	1462.1968	926.64575	1096.2333
RHOV	270.60107	1074.3108	406.35785	711.0167	364.35742	806.8024	353.43814	514.6488
RHPN1	1559.9175	2969.0225	2206.9521	2624.9778	1922.3905	2425.4626	2026.3864	2745.6511
RHPN1-AS1	579.89404	1113.464	646.316	859.4794	602.84503	1024.0203	898.7358	1157.6182
RHPN2	59318.344	105437.42	74638.76	86390.805	64543.598	98943.18	70977.125	82490.68
RIBC1	329.5155	847.5663	357.52332	709.05664	366.39664	723.37024	431.49258	782.30975
RIBC2	192.97006	277.15747	213.11241	272.68475	199.82587	279.33463	271.96594	291.66907
RIC1	491.022	696.30194	529.14026	600.72	499.79868	651.66864	610.8139	606.6696
RIC3	21.73466	63.827686	30.419846	53.938927	29.630331	53.15547	41.36591	57.443275
RIC8A	6665.4478	9052.923	6982.345	8427.17	6692.043	8706.65	7783.106	8780.73
RIC8B	520.04114	819.11554	595.06116	705.314	543.6073	757.8268	684.91296	715.47455
RICTOR	1480.6421	2108.4336	1554.9727	1624.3422	1411.7251	2089.7405	1818.8534	2169.1904
RIDA	2044.1359	4077.4678	2308.1184	3575.1504	2194.8215	3791.8777	2677.5818	3242.3918
RIF1	1273.7101	1314.704	1246.3644	1101.734	1250.5568	1361.6548	1885.8928	1388.2518
RIIAD1	71.96152	148.07068	45.13475	153.09866	92.14184	185.44594	117.76394	163.85632
RILP	925.91156	1311.0884	934.30646	1121.8131	884.1083	1266.699	1042.9967	1191.0502
RILPL1	1475.5779	912.6269	1504.5385	820.0187	1391.9164	810.7957	1711.4926	908.82214
RILPL2	6915.597	10575.482	7657.4077	8760.537	7376.938	9589.416	8542.784	7651.2754
RIMBP2	57.297157	46.127693	47.15973	57.44698	63.091465	52.37614	55.79183	71.31267
RIMBP3	2865.7903	5512.4805	3204.481	4717.547	2834.0227	5158.862	2808.1816	3862.9116
RIMKLA	2993.2852	6744.3394	3141.1619	5512.739	2812.776	6158.966	3573.8247	5638.2505
RIMKLB	342.92813	432.99493	341.65176	409.35153	312.18713	415.32785	418.67065	465.7078
RIMOC1	1990.9982	1970.2726	2228.3784	1580.9264	1939.2804	1703.4607	2334.6934	1639.4402
RIMS1	26.099648	25.764397	28.990076	29.785154	25.136343	34.12568	27.199112	41.38262
RIMS2	159.5498	109.125725	151.90761	108.913994	136.43257	103.48726	158.78871	81.979324
RIMS3	589.1214	1024.883	660.4165	848.1598	585.7818	857.2087	630.144	784.11975
RIMS4	294.1175	650.5156	432.2134	569.828	377.3499	639.1709	1198.3014	559.5201
RIN1	22300.035	33864.75	26133.256	28140.963	23889.6	30420.746	23902.252	27329.195
RIN2	3729.255	4398.4873	3944.8298	3693.4634	3499.4465	4152.7563	4085.4592	3444.207
RIN3	1351.7958	1570.3433	1357.2468	1354.823	1295.0404	1461.0537	1585.7399	1421.6791
RING1	2548.0435	4172.646	2776.9092	3476.767	2728.5044	3735.3638	2983.7334	4134.796
RINL	241.8153	525.08234	267.0192	502.09882	230.50615	498.96747	265.23328	456.48935
RINT1	910.9495	1094.9897	941.65955	886.3155	874.1454	1012.76996	1089.1237	892.50757
RIOK1	3163.2722	2118.3638	2674.205	2214.3625	2564.278	1899.1663	3529.868	2145.6992
RIOK2	2677.0066	3164.7385	2810.0479	2708.5376	2721.598	2904.742	3550.1445	2858.5383
RIOK3	17585.125	20523.99	18696.582	16545.285	17107.686	20032.916	22942.287	19303.887
RIOX1	5181.6855	5729.789	5412.751	4557.0815	5142.0737	5381.0605	6656.2056	5430.215
RIOX2	894.48206	892.1183	883.77466	815.2931	792.0098	839.7714	958.85034	831.8794
RIPK1	6632.9175	6143.088	6610.493	4998.981	6205.525	5511.828	7400.1665	5336.3745
RIPK2	6137.572	5655.328	6746.926	4837.9463	6116.6235	5289.374	7659.4224	5960.0674
RIPK4	26528.637	32948.74	26419.383	24547.934	23911.719	29676.566	30911.65	29565.096
RIPOR1	11096.606	11498.543	10460.782	9979.382	10562.844	10252.307	12107.809	10329.652
RIPOR3	2794.9734	4684.675	3634.51	3827.2944	3390.7964	4249.72	3524.722	3809.021
RIPPLY2	913.98834	1223.3378	935.91925	1025.895	933.0628	1193.9487	1104.7869	1017.32526
RIPPLY3	76.64143	166.53824	70.15469	119.98626	68.736885	149.9057	86.650246	119.7725
RIT1	639.06824	1381.662	619.8269	1009.22595	540.7941	1338.3193	916.56335	1126.5371
RIT2	65.20983	89.0014	71.723236	78.13999	72.59765	102.8665	75.47824	99.34924
RITA1	10961.527	14863.042	10964.238	12859.187	10539.025	13949.099	12274.1045	12470.929
RLF	3397.46	3539.925	3409.582	2614.0254	3133.4077	3197.6335	4416.6475	3645.8267
RLIM	4064.008	3588.7842	3751.872	2993.9778	3404.6655	3435.078	5179.795	4020.4087
RLN3	19.57624	29.069992	22.876135	20.231556	23.892012	21.50641	22.673315	19.234623
RMC1	2377.543	2557.326	2556.016	2106.8677	2277.4385	2247.1914	2876.223	2391.7285
RMDN1	2034.0037	3403.932	2422.3894	2868.4873	2248.1885	3089.6392	2876.601	2741.4111
RMDN2	245.69365	336.64392	297.2652	258.90298	251.6127	308.48578	342.17	275.8681
RMDN3	10109.219	14296.802	11001.7	12216.334	9776.776	12830.105	10911.485	12414.5625
RMI1	2084.8325	2486.074	2383.441	2010.3425	2257.3064	2342.6626	2839.9167	2271.4126
RMI2	6459.533	10097.431	7244.699	8742.101	7114.0264	9299.98	8590.886	9852.34
RMND1	1046.0686	678.7006	609.2364	529.043	562.9287	623.67633	670.0821	591.3653
RMND5A	1202.0643	1762.2502	1131.6362	1444.26	1037.0479	1621.3063	1397.2004	1600.021
RMND5B	7091.1426	7272.562	7127.112	6291.6704	6649.1914	6441.9814	7920.48	6919.557
RMRP	8654.822	10141.446	9908.109	9737.317	9277.127	9812.737	11465.45	9252.752
RN7SK	68290.93	103185.35	80773.04	89585.24	64393.46	89733.18	98460.49	89571.86
RN7SL1	238410.56	274537.3	95447.984	305874.03	166053.39	264744.34	303916.2	250097.12
RNA18SN5	27334.488	22697.508	23462.254	34647.746	20487.352	23171.701	29903.975	20574.727
RNA28SN5	583047.4	578751.25	587634	579552.9	561976.06	582825.4	586729.6	534220.1
RNA5-8SN5	6154.9443	4169.486	6336.313	6595.727	6021.2534	5086.303	7497.844	5246.5347
RNASE1	328.00726	211.41092	250.4589	206.24403	273.8821	257.25906	286.23846	239.67702
RNASE13	303.0638	368.4139	295.34723	308.45743	321.85028	321.97116	320.5994	326.84003
RNASE4	67.27427	134.43655	64.337074	110.16387	65.500824	123.701515	69.41787	129.25214
RNASE9	21.162737	28.871277	22.69221	20.411722	24.669249	21.51598	22.729553	19.48879
RNASEH1	5395.372	5025.5073	5537.941	4287.8994	5132.3545	4750.81	6421.544	4452.4663
RNASEH2A	22829.006	25833.947	24541.719	22759.936	22537.31	23918.28	27100.203	23062.607
RNASEH2B	6476.1646	6760.52	6609.3877	5819.4155	6170.8774	6529.191	8011.5146	6144.0176
RNASEH2C	5258.204	7227.9854	5757.7563	5763.838	5187.745	6340.9136	6924.9155	6782.736
RNASEK	123428.234	188139.89	124772.94	156386.14	122603.99	175052.6	143909.27	172582.3
RNASEL	293.1247	1067.2941	352.5668	862.1253	283.12347	993.563	349.734	808.2517
RNASET2	874.71246	844.6523	963.31085	745.59863	873.6902	757.0177	984.2946	676.13696
RND1	20.359188	41.590687	22.624949	22.303776	23.09583	29.413013	31.236004	47.605022
RND2	20.01536	25.899765	20.476727	18.295279	22.45801	19.931698	20.87288	17.31873
RND3	2786.9111	3364.5325	2992.2683	3065.2256	2633.898	3207.7087	4869.9688	4186.3823
RNF10	10000.871	14650.586	10282.768	12924.422	9745.927	13310.678	12271.614	12708.438
RNF103	5024.5337	7443.2363	5403.942	6085.0864	5070.465	6841.636	6702.6816	7302.6562
RNF11	19052.434	30437.48	22761.334	25857.44	20733.252	30682.969	26871.922	26703.629
RNF111	2455.238	2206.6733	2777.3516	1621.4907	2505.5815	1896.7335	2859.1846	1914.343
RNF113A	18329.4	21317.283	19368.41	18243.38	17864.352	20037.182	24505.244	21382.357
RNF113B	330.89874	346.85675	320.46887	326.31284	317.84186	330.02472	363.98575	408.97665
RNF114	1627.6592	1819.6699	1456.2808	1520.8724	1426.7507	1586.2368	1647.2366	1748.4017
RNF115	2613.566	3161.719	2434.5852	2796.1433	2195.7573	2952.307	2741.3892	3254.9956
RNF121	2085.37	3357.6982	2810.8765	2401.592	2231.024	3038.7524	3166.9692	3233.5134
RNF122	661.5866	318.31744	291.23828	280.1166	193.18735	306.66547	209.85461	239.56004
RNF123	320.94183	563.09174	363.1309	481.85733	329.2825	522.2269	373.7189	526.97046
RNF125	350.74576	954.3746	386.6514	778.2654	326.818	920.20764	455.60846	760.2925
RNF126	17795.367	18203.016	19212.395	14946.681	18086.812	16908.148	24043.75	16908.775
RNF128	19.888983	26.828121	21.342701	18.87344	22.788511	20.19951	21.14089	17.6656
RNF13	7142.997	9257.218	7103.8667	7497.651	6657.759	8801.069	7632.176	7600.1255
RNF130	17198.736	20497.701	17103.887	16699.104	16645.85	19077.133	20262.055	16117.968
RNF135	18317.916	23637.432	18286.098	19172.898	17717.605	21672.928	21250.06	21413.617
RNF138	2327.1433	2543.0457	2159.416	2081.7917	2069.0425	2441.2327	2856.7532	2325.9944
RNF138P1	809.1985	805.8782	647.43585	613.9698	639.82355	717.67334	831.5418	694.6988
RNF139	7313.787	10817.176	7684.755	8853.048	7065.081	10279.953	9390.059	9267.737
RNF14	3971.66	3883.4736	3861.7322	3039.2046	3606.623	3445.8762	4621.947	3469.136
RNF141	5350.8394	7503.69	5558.7476	6043.125	5120.582	7116.2983	6309.317	5871.0605
RNF144B	105.429985	139.95174	78.49441	119.07598	91.125916	129.3632	89.290535	96.836266
RNF145	2602.1382	2541.1064	2808.46	1996.4874	2523.1396	2328.4897	2310.538	1851.2711
RNF146	1271.791	1799.4653	1299.9739	1469.9303	1219.3381	1616.0868	1269.3428	1582.3315
RNF149	7457.8096	11975.135	8394.101	9914.347	8041.944	10962.484	9291.857	10087.13
RNF151	83.17843	93.19604	139.1427	146.89261	90.625305	100.545074	82.888214	194.98235
RNF152	19.504604	29.81693	23.436022	20.430365	24.898191	22.186293	23.621964	19.954117
RNF157	222.00977	472.53998	150.33345	343.35617	114.886894	353.08948	193.11719	290.04977
RNF166	126.31688	198.3409	141.7335	180.54466	124.48729	204.39433	156.95743	196.2281
RNF167	2644.722	3917.741	3037.2825	3650.4788	3033.8914	3725.1946	3357.0613	4065.3809
RNF168	105.63738	256.24667	166.68605	147.76799	141.9098	247.92552	149.03247	214.10725
RNF169	1956.2437	1314.5101	2161.567	1076.2086	1873.112	1105.5349	2184.9878	1311.5574
RNF17	19.797884	27.518156	21.693462	19.447447	23.239206	20.62632	21.678864	18.56279
RNF170	244.5142	398.72937	276.09433	354.33316	256.83395	416.78107	293.78015	360.79538
RNF180	1532.8732	2203.0676	1784.1718	2052.794	1491.5295	1744.4973	1621.9784	2346.9158
RNF181	25719.818	31583.578	27065.275	27504.195	26168.123	30007.479	30231.365	28160.428
RNF182	28068.414	34728.85	28723.6	29059.633	27615.105	33493.363	34636.64	31542.496
RNF183	20.17573	25.972244	20.386808	18.209011	22.586702	19.872627	20.92349	17.23493
RNF185	293.17606	273.40546	256.75247	240.94603	230.3609	258.9776	294.57452	291.49753
RNF187	8368.399	12269.976	8043.337	10287.567	7806.649	11267.97	9760.678	10772.819
RNF19A	778.20465	1086.1572	826.84607	912.8218	796.37616	984.10535	926.1448	1011.8097
RNF19B	500.56247	514.0191	467.9191	505.52643	458.56256	484.04355	646.52277	572.4947
RNF2	1049.3805	2094.0576	1077.2435	1536.1029	1052.4128	1917.1417	1265.5206	1600.4114
RNF20	520.58075	573.6672	490.02426	506.28757	461.95126	527.1398	528.4907	497.0101
RNF207	3535.9797	4717.5312	4648.0786	4028.6716	4082.0364	3748.7312	4765.492	4705.547
RNF208	1598.8728	3328.831	1971.9326	2273.7334	1684.8649	2528.3223	2167.8445	2412.3352
RNF212	55.720657	106.037186	52.475655	71.80803	32.693447	48.910683	31.069456	53.246536
RNF213	1111.6276	2311.8933	1243.817	1836.3334	1055.0388	2122.1692	1452.9567	1988.4584
RNF214	2279.4749	2128.7754	2165.6316	1672.2003	2089.1548	1947.7634	2392.579	1693.1818
RNF215	539.4916	615.2618	532.2129	533.978	527.2789	612.0106	682.8904	551.77814
RNF216	19761.578	18228.326	21189.197	15968.193	18591.516	16313.915	22967.172	17447.383
RNF216P1	18608.078	23747.832	22074.363	20189.441	20887.252	21630.533	23451.105	20052.844
RNF217	959.4387	1010.22577	1076.109	889.325	985.1858	904.9142	1178.6027	925.66864
RNF220	30779.217	44646.355	31140.102	36169.92	28206.275	41219.555	35385.33	35999.344
RNF222	8139.463	8475.562	7182.699	8472.861	7427.381	8487.61	9549.968	6608.1733
RNF224	817.6641	787.2052	777.20886	672.1739	756.2565	744.4398	915.49036	596.15845
RNF225	53.927002	50.631306	54.71781	50.934704	54.116817	70.05001	63.97737	57.826015
RNF24	675.5209	995.44116	760.49756	883.72437	699.4953	947.33044	879.66034	1092.2289
RNF25	1167.3451	1337.1768	1316.1465	1190.378	1216.6578	1235.9497	1467.088	1409.8962
RNF26	20995.02	24414.504	21373.385	21383.998	20348.334	22798.68	23354.34	22040.055
RNF31	2462.4646	3096.4478	2796.7607	2757.6052	2552.089	2774.3992	2637.4626	2625.2605
RNF32	4512.441	3831.9548	5038.5366	5164.42	4347.496	4498.336	4173.079	4399.11
RNF34	5436.367	7125.199	5446.3203	5792.8755	5461.664	6335.5005	6036.8286	6054.3926
RNF38	7341.5376	5586.7847	7241.1606	4498.3477	7163.3154	5043.1616	8422.515	5062.521
RNF39	19.80907	27.939034	22.238388	19.739666	24.053364	21.366302	22.453058	19.105865
RNF4	14281.99	15968.943	14586.007	12981.318	13111.976	14293.891	17009.75	14568.922
RNF40	1048.9886	1525.9661	1085.0198	1474.6544	1103.9744	1483.847	1306.3407	1481.9355
RNF41	259.94666	619.8105	252.62657	468.9555	226.41031	562.9153	297.58704	583.43646
RNF43	178.95781	1530.2278	196.56935	1155.9167	135.28963	1352.9382	100.57379	808.5184
RNF44	9474.494	9443.393	10150.614	7552.917	8677.617	8037.7188	9943.777	8724.228
RNF5	13375.595	22310.076	13632.947	19927.283	13379.009	21463.432	14693.979	22448.975
RNF6	7539.4985	10458.756	7842.296	8899.66	7038.2036	9743.685	8646.799	9756.472
RNF7	19754.121	28043.34	21264.885	24294.791	20556.4	26433.428	25821.912	25560.834
RNF8	1394.3807	1827.189	1637.5729	1713.2175	1465.2368	1742.1223	1688.5532	1822.9133
RNFT1	930.75397	1637.5382	879.8819	1370.5642	809.1054	1661.9769	1434.0256	1303.3304
RNFT2	938.7744	1916.507	1065.6549	1661.9583	885.9898	1851.1647	1101.9839	1611.8938
RNGTT	1793.3485	1859.9839	1738.2778	1623.1626	1607.6671	1750.046	1861.0847	1534.2539
RNH1	21078.094	23631.262	22027.035	20853.521	20162.848	22217.902	23676.215	21946.326
RNLS	134.16241	91.194824	117.2569	77.9473	124.19858	83.56808	134.19661	102.63601
RNMT	814.5206	1101.6677	824.3362	944.00793	764.54004	1014.99036	1238.0503	1284.5059
RNPC3	1323.9949	1683.8239	1360.2028	1572.9894	1269.6566	1446.099	1557.6846	1646.3374
RNPEP	41377.84	51598.062	50180.94	38544.965	42723.773	44252.89	52016.83	41543.87
RNPEPL1	61573.777	108684.3	64515.23	91350.805	59748.438	99730.766	69041.5	86535.17
RNPS1	8582.599	9729.358	9145.764	8186.0835	8655.933	8888.647	1704.3922	9801.573
RNU12	26.67417	58.19297	57.727097	45.448364	50.35081	56.25952	72.3614	77.004585
RNU2-2P	3177.7397	4642.564	4646.9604	3906.6	4222.686	4357.863	6175.256	4397.499
RNU4ATAC	47.37025	45.572266	51.777725	49.740307	40.102867	48.84482	232.34244	167.13329
RNVU1-18	9721.129	14047.814	12743.67	10826.54	10735.306	12437.907	15880.519	12421.704
RO60	7318.9956	7010.288	6706.24	6279.2847	6041.5513	6488.999	8294.112	6143.648
ROBO1	109.09528	79.35356	77.11255	103.61081	68.14021	85.57526	113.70359	88.05208
ROBO3	627.799	676.3663	583.4368	598.95746	508.06076	602.7976	578.45605	701.65845
ROBO4	64.50121	44.680477	60.307087	32.55128	60.16378	47.418842	85.84421	57.736637
ROCK1	2545.3516	4231.2725	3192.7715	3489.449	2982.8716	3824.7222	3478.3625	3417.2449
ROCK2	1677.1564	2460.7593	2077.07	2169.334	1655.4376	2113.91	1840.6246	2011.1068
ROGDI	212.34181	493.51135	237.15384	466.79022	207.30511	439.35446	212.76431	497.95227
ROM1	381.14493	1275.7805	430.4741	1140.093	394.43817	1198.6326	546.308	1222.2837
ROMO1	105189.31	124420.09	115321.04	113079.79	108922.94	116787.52	125574.56	111291.12
ROPN1	19.680267	27.691547	21.984787	19.57362	23.864294	21.189585	22.263128	18.781605
ROPN1L	990.71204	1375.3153	1046.7659	1188.1682	975.9911	1276.1035	1137.3989	1150.2946
ROR1	3937.7954	4007.145	4250.9424	3360.6782	4143.776	3630.1592	4628.453	2685.5159
ROR2	853.9357	1104.2904	1104.0342	1022.1382	885.5331	1029.3907	1004.44196	919.28595
RORA	116.30933	327.92642	141.40999	290.77448	126.02913	373.35544	195.35184	310.05197
RORB	612.2846	521.08966	523.603	489.38623	535.4498	557.29974	692.5534	472.48157
RP2	5276.003	9195.09	6023.224	7937.084	5769.365	9412.22	7080.725	7777.233
RP9	4671.418	5599.3257	5009.272	4786.8003	4315.6646	5004.7837	5496.012	5236.1753
RP9P	815.28986	948.2496	843.6033	944.97876	744.1569	892.021	859.4464	939.1909
RPA1	22366.455	25830.037	23416.406	20919.752	21130.715	23031.574	25763.754	21142.62
RPA2	15743.614	27776.783	16742.176	22477.871	15660.339	26057.012	21227.133	25763.158
RPA3	68307.72	111678.61	71426.14	90010.98	65466.29	103128.2	83049.305	86893.55
RPA4	129.69868	190.40984	176.63217	206.06865	142.71011	174.87978	205.062	211.42572
RPAIN	7222.4355	7417.288	7601.226	6534.8687	6826.773	6733.283	8594.236	6897.5454
RPAP1	6057.3306	7124.1206	6363.2227	6145.6343	5950.159	6409.521	6488.9004	6074.2036
RPAP2	1036.7915	970.9743	1170.1055	860.8093	1122.06	919.2726	1231.2827	873.7422
RPAP3	1824.9667	2062.882	1962.3308	1738.6272	1859.7761	1925.0151	2334.4355	1826.9691
RPE	3287.5354	2520.3608	3207.0068	2070.612	2923.945	2300.8157	3675.6418	2191.7173
RPF1	31288.479	25140.145	23370.617	20657.176	23062.014	23783.146	28019.38	22255.033
RPF2	27752.227	21414.07	26398.8	16951.729	24584.113	18994.45	31138.578	19700.68
RPGR	761.9503	860.8736	776.5146	781.97626	613.75476	1290.1077	847.35956	770.2713
RPGRIP1L	96.750305	86.09058	98.57793	73.12652	289.84622	85.86146	84.996346	44.017952
RPH3A	31.616106	59.664734	43.781124	44.196255	28.937635	53.47882	54.633312	38.62017
RPH3AL	263.72153	208.2103	263.4955	188.37357	248.46399	216.25803	269.36322	166.75261
RPIA	6199.7974	6616.6226	7221.0273	5216.145	7379.5864	5691.8496	8622.547	5309.9414
RPL10	335307.53	348494.44	342962.1	327950.84	340565.56	347947.53	364585.28	329770.4
RPL10A	330580.56	340956.16	370256.88	305064.28	347615.1	331955.78	388179.97	306809.2
RPL10L	75782.42	80103.17	75243.625	66521.805	69285.09	73331.125	78043.31	72643.984
RPL11	287080.5	295679.7	298216.16	254355.66	296193.78	273149.97	329817.06	261118.42
RPL12	357296.47	336963.8	351202.97	296520.16	345801.3	314790.06	373071.9	308511.84
RPL13	368918.06	394933.8	404248.72	365984.34	369846.4	379386.28	413169.44	357730.34
RPL13A	221954.86	231910.98	240099.98	209635.66	220319.98	223110.78	260397.9	218523.47
RPL13AP17	1901.0817	2750.5378	1952.2493	1475.5154	1939.2753	2061.0596	2831.9739	1381.263
