gene_symbol	GSM1429399	GSM1429393	GSM1429397	GSM1429384	GSM1429383	GSM1429400	GSM1429396	GSM1429394	GSM1429385	GSM1429387	GSM1429395	GSM1429398	GSM1429392	GSM1429388	GSM1429401	GSM1429386	GSM1429390	GSM1429382	GSM1429389	GSM1429391
Aars2	6.30078125	6.30078125	6.30078125	6.3984375	6.5	6.3984375	6.19921875	6.19921875	6.30078125	6.5	6.19921875	6.3984375	6.30078125	6.3984375	6.30078125	6.3984375	6.19921875	6.5	6.30078125	6.1015625
Aarsd1	7.1015625	7.30078125	7.30078125	7.5	7.6015625	7.30078125	7.19921875	7.30078125	7.5	7.30078125	7.0	7.1015625	7.30078125	7.6015625	7.30078125	7.3984375	7.30078125	7.6015625	7.30078125	7.5
Aasdh	6.80078125	6.80078125	7.1015625	6.80078125	6.8984375	6.6015625	7.0	6.80078125	6.80078125	7.0	6.8984375	7.0	6.6015625	6.80078125	6.8984375	7.0	6.8984375	6.6015625	6.69921875	6.5
Aasdhppt	7.3984375	7.6015625	7.8984375	7.8984375	8.1015625	7.8984375	8.1015625	7.69921875	8.1015625	8.1015625	7.3984375	7.69921875	7.69921875	8.1015625	7.8984375	8.1015625	7.80078125	7.8984375	7.80078125	7.69921875
Aass	5.5	7.1015625	7.1015625	5.30078125	5.1015625	7.3984375	7.1015625	5.69921875	5.30078125	5.1015625	6.19921875	6.8984375	6.1015625	5.0	6.69921875	4.8984375	5.69921875	5.30078125	5.0	5.8984375
Aatf	7.30078125	7.30078125	7.30078125	7.30078125	7.3984375	7.19921875	7.3984375	7.30078125	7.19921875	7.30078125	7.19921875	7.3984375	7.30078125	7.19921875	7.5	7.19921875	7.3984375	7.3984375	7.1015625	7.30078125
Aatk	7.30078125	7.1015625	7.19921875	7.5	7.5	7.19921875	7.30078125	7.1015625	7.5	7.6015625	7.0	7.19921875	7.19921875	7.80078125	7.0	7.69921875	7.30078125	7.5	7.5	7.3984375
Abat	9.0	9.203125	9.296875	9.5	9.6015625	9.703125	9.296875	9.203125	9.5	9.6015625	8.8984375	9.5	8.8984375	9.5	9.5	9.6015625	9.296875	9.6015625	9.5	9.203125
Abca1	9.5	8.796875	9.6015625	8.796875	8.5	9.3984375	9.703125	8.8984375	8.3984375	9.296875	9.203125	9.703125	8.5	9.3984375	9.3984375	9.1015625	9.0	8.296875	9.1015625	9.1015625
Abca12	4.69921875	4.6015625	4.3984375	4.69921875	4.5	4.5	4.30078125	4.6015625	4.69921875	4.69921875	4.3984375	4.30078125	4.6015625	4.69921875	4.3984375	4.69921875	4.6015625	4.3984375	4.69921875	4.6015625
Abca13	5.19921875	6.80078125	6.1015625	4.6015625	4.5	5.80078125	7.19921875	5.19921875	4.80078125	4.6015625	6.1015625	6.80078125	5.6015625	4.5	6.6015625	4.69921875	5.30078125	4.6015625	4.69921875	4.69921875
Abca14	5.0	4.80078125	4.6015625	5.1015625	5.1015625	4.80078125	4.8984375	4.8984375	5.19921875	5.0	4.8984375	4.6015625	4.80078125	4.8984375	4.69921875	4.80078125	4.8984375	5.0	5.30078125	4.8984375
Abca15	4.30078125	4.19921875	4.19921875	4.3984375	4.3984375	4.3984375	4.5	4.6015625	4.8984375	4.69921875	4.6015625	4.1015625	4.3984375	4.6015625	4.0	4.3984375	4.30078125	4.69921875	4.69921875	4.3984375
Abca16	4.0	3.900390625	3.69921875	4.19921875	4.1015625	4.1015625	4.0	4.19921875	4.0	4.1015625	3.900390625	3.80078125	4.0	3.80078125	4.0	4.0	3.900390625	3.900390625	4.1015625	4.19921875
Abca17	5.1015625	4.8984375	4.8984375	5.1015625	4.80078125	4.69921875	4.80078125	4.8984375	5.19921875	5.1015625	5.1015625	4.80078125	5.1015625	5.1015625	4.69921875	5.0	5.0	5.0	5.30078125	5.0
Abca2	8.6015625	8.703125	8.3984375	8.5	8.5	8.5	8.3984375	8.703125	8.5	8.6015625	8.3984375	8.8984375	8.6015625	8.6015625	8.1015625	8.796875	8.796875	8.5	8.6015625	8.796875
Abca3	8.203125	8.703125	8.1015625	8.203125	8.296875	8.296875	8.3984375	8.3984375	8.203125	8.1015625	8.3984375	8.3984375	8.5	8.0	8.0	8.1015625	8.6015625	8.296875	7.8984375	8.5
Abca4	4.8984375	5.1015625	5.0	5.19921875	5.1015625	5.0	4.8984375	5.19921875	5.1015625	4.8984375	5.3984375	4.69921875	5.0	5.1015625	4.8984375	5.19921875	5.19921875	5.19921875	5.19921875	5.19921875
Abca5	8.703125	9.1015625	8.796875	9.1015625	9.0	8.8984375	8.8984375	9.0	8.8984375	8.6015625	8.6015625	9.296875	8.5	8.703125	8.8984375	8.703125	9.203125	8.8984375	8.3984375	9.203125
Abca6	4.80078125	4.69921875	5.1015625	4.5	4.6015625	4.6015625	4.8984375	4.6015625	4.5	4.69921875	5.3984375	4.69921875	4.8984375	4.3984375	4.30078125	4.3984375	4.80078125	4.6015625	4.5	4.80078125
Abca7	7.8984375	8.0	7.8984375	8.0	8.203125	8.0	8.296875	7.80078125	8.0	8.296875	7.6015625	8.203125	7.6015625	8.296875	8.1015625	8.5	8.1015625	7.8984375	8.0	8.0
Abca8a	7.0	6.5	7.69921875	6.1015625	6.5	6.6015625	7.1015625	6.1015625	5.69921875	6.80078125	8.203125	6.80078125	7.1015625	6.6015625	6.80078125	6.19921875	6.0	6.5	6.0	7.0
Abca8b	6.1015625	6.0	6.80078125	6.1015625	6.30078125	6.5	6.6015625	6.1015625	6.0	6.1015625	6.30078125	6.80078125	5.8984375	6.19921875	6.6015625	6.19921875	6.19921875	6.0	5.80078125	6.30078125
Abca9	7.19921875	6.5	7.19921875	4.8984375	5.0	6.69921875	7.0	6.19921875	5.1015625	5.30078125	7.80078125	6.80078125	7.5	5.3984375	6.5	5.19921875	6.1015625	5.0	5.19921875	6.5
Abcb10	7.69921875	7.8984375	7.8984375	8.1015625	8.203125	8.1015625	8.0	7.69921875	8.0	7.8984375	7.3984375	8.1015625	7.30078125	8.1015625	7.8984375	8.1015625	8.0	8.1015625	7.80078125	8.1015625
Abcb11	4.30078125	4.80078125	4.30078125	4.5	4.30078125	4.5	4.19921875	4.6015625	4.30078125	4.6015625	4.6015625	4.0	4.19921875	4.5	4.5	4.30078125	4.30078125	4.5	4.80078125	4.3984375
Abcb1a	7.1015625	6.3984375	6.6015625	5.80078125	5.80078125	6.5	6.69921875	6.0	5.6015625	5.80078125	7.6015625	6.19921875	6.80078125	5.8984375	6.5	5.69921875	6.19921875	5.69921875	5.6015625	6.30078125
Abcb1b	6.5	6.19921875	7.0	4.6015625	4.80078125	6.1015625	6.19921875	5.30078125	4.69921875	5.0	7.30078125	5.80078125	5.69921875	4.80078125	5.80078125	4.6015625	6.69921875	4.6015625	4.6015625	5.69921875
Abcb4	6.5	6.3984375	6.5	6.69921875	6.3984375	6.6015625	6.6015625	6.5	6.6015625	6.5	6.0	6.80078125	6.19921875	6.6015625	6.5	6.5	6.30078125	6.6015625	6.5	6.69921875
Abcb5	4.349609375	4.55078125	4.201171875	4.3505859375	4.25	4.30078125	4.2509765625	4.30078125	4.30078125	4.201171875	4.349609375	4.150390625	4.3505859375	4.19921875	4.349609375	4.349609375	4.3994140625	4.349609375	4.4501953125	4.2998046875
Abcb6	6.30078125	6.5	6.3984375	6.5	6.6015625	6.30078125	6.69921875	6.6015625	6.69921875	6.3984375	6.3984375	6.19921875	6.3984375	6.30078125	6.30078125	6.30078125	6.80078125	6.5	6.30078125	6.69921875
Abcb7	7.6015625	7.6015625	8.0	7.69921875	7.5	8.203125	7.69921875	7.5	7.5	7.6015625	7.30078125	8.5	7.30078125	7.6015625	8.1015625	7.6015625	7.6015625	7.6015625	7.5	7.69921875
Abcb8	6.80078125	7.0	7.3984375	7.19921875	7.30078125	7.1015625	7.30078125	6.8984375	7.1015625	7.30078125	6.5	7.0	7.0	7.19921875	7.30078125	7.19921875	7.0	7.19921875	7.0	7.0
Abcb9	7.19921875	7.69921875	7.1015625	7.80078125	7.80078125	7.1015625	7.1015625	7.69921875	7.80078125	7.69921875	7.19921875	7.3984375	7.5	7.3984375	7.30078125	7.8984375	7.69921875	7.80078125	7.5	7.80078125
Abcc1	8.1015625	8.203125	7.69921875	7.8984375	7.8984375	7.80078125	8.0	8.203125	7.8984375	7.69921875	8.1015625	8.203125	8.1015625	7.6015625	7.80078125	7.6015625	8.296875	7.80078125	7.6015625	8.296875
Abcc10	6.8984375	7.30078125	6.69921875	7.1015625	7.19921875	6.69921875	6.8984375	7.19921875	7.1015625	7.1015625	7.1015625	6.80078125	7.0	7.0	6.5	7.1015625	7.19921875	7.0	6.8984375	6.8984375
Abcc12	5.19921875	5.3984375	5.19921875	5.5	5.5	5.19921875	5.30078125	5.3984375	5.5	5.5	5.30078125	5.1015625	5.5	5.69921875	5.30078125	5.5	5.30078125	5.80078125	5.5	5.30078125
Abcc2	6.0	7.69921875	8.1015625	5.19921875	5.19921875	8.703125	8.0	5.80078125	5.19921875	5.30078125	7.1015625	8.1015625	6.30078125	4.8984375	8.0	5.30078125	6.80078125	5.30078125	5.19921875	5.80078125
Abcc3	6.30078125	6.8984375	6.1015625	5.80078125	5.69921875	6.0	6.6015625	6.30078125	5.8984375	5.69921875	7.3984375	6.1015625	6.30078125	5.80078125	6.0	5.69921875	6.19921875	5.8984375	5.69921875	6.30078125
Abcc4	7.6015625	7.6015625	7.6015625	7.30078125	7.30078125	7.80078125	7.80078125	7.19921875	7.19921875	7.30078125	7.19921875	8.1015625	7.30078125	7.30078125	7.6015625	7.3984375	7.3984375	7.1015625	7.30078125	7.6015625
Abcc5	7.8984375	8.0	8.203125	7.80078125	7.80078125	8.1015625	8.203125	7.69921875	7.80078125	8.1015625	8.0	8.3984375	7.80078125	7.8984375	8.1015625	8.1015625	7.8984375	7.80078125	7.80078125	7.69921875
Abcc6	6.0	6.1015625	5.8984375	6.19921875	6.0	5.69921875	6.0	6.0	6.19921875	5.8984375	6.19921875	5.69921875	6.0	6.19921875	5.80078125	6.0	5.8984375	6.0	6.30078125	6.0
Abcc8	10.8984375	11.203125	11.203125	11.3984375	11.3984375	11.1015625	11.5	11.203125	11.3984375	11.5	10.796875	11.296875	11.0	11.3984375	11.203125	11.296875	11.296875	11.296875	11.296875	11.1015625
Abcc9	5.19921875	5.80078125	5.3984375	6.0	6.0	5.30078125	5.8984375	5.6015625	6.1015625	6.1015625	5.8984375	5.19921875	5.69921875	6.1015625	5.3984375	6.30078125	5.3984375	6.19921875	6.19921875	5.8984375
Abcd1	7.5	7.69921875	7.19921875	7.80078125	7.8984375	7.30078125	7.19921875	7.69921875	7.6015625	7.6015625	7.6015625	7.5	7.69921875	7.3984375	7.30078125	7.69921875	7.69921875	7.8984375	7.5	7.80078125
Abcd2	6.80078125	5.6015625	6.6015625	5.80078125	5.6015625	6.8984375	6.6015625	6.0	5.8984375	6.3984375	6.1015625	6.80078125	5.80078125	6.1015625	6.6015625	6.1015625	6.0	6.0	5.80078125	6.30078125
Abcd3	10.0	10.0	10.3984375	10.1015625	10.1015625	10.296875	10.0	10.0	10.0	10.203125	9.5	10.296875	9.6015625	10.203125	10.5	10.203125	10.0	10.1015625	10.203125	10.1015625
Abcd4	6.3984375	6.3984375	6.69921875	6.3984375	6.5	6.5	6.6015625	6.30078125	6.3984375	6.5	6.3984375	6.30078125	6.30078125	6.5	6.5	6.3984375	6.30078125	6.3984375	6.3984375	6.30078125
Abce1	8.8984375	8.796875	8.703125	8.796875	8.796875	8.703125	8.5	8.796875	8.796875	8.5	8.703125	9.296875	8.796875	8.6015625	8.796875	8.703125	8.796875	8.8984375	8.6015625	8.796875
Abcf1	8.203125	8.296875	8.3984375	8.3984375	8.3984375	8.3984375	8.203125	8.203125	8.296875	8.203125	8.203125	8.3984375	8.203125	8.296875	8.203125	8.296875	8.296875	8.3984375	8.296875	8.296875
Abcf2	7.69921875	8.1015625	8.203125	8.296875	8.203125	8.1015625	8.1015625	8.203125	8.296875	8.203125	7.80078125	8.0	8.1015625	8.296875	8.1015625	8.296875	8.296875	8.5	8.296875	8.203125
Abcf3	7.69921875	8.0	8.203125	8.203125	8.203125	8.203125	8.203125	7.80078125	8.1015625	8.1015625	7.80078125	8.203125	8.1015625	8.0	8.3984375	8.203125	8.0	8.1015625	8.0	7.80078125
Abcg1	9.0	8.8984375	8.796875	9.0	9.1015625	9.0	9.1015625	8.796875	8.796875	9.1015625	8.203125	8.703125	8.6015625	9.1015625	9.1015625	9.1015625	8.8984375	9.0	8.796875	9.0
Abcg2	6.19921875	7.3984375	7.69921875	5.30078125	5.5	8.0	7.80078125	6.0	5.5	5.5	7.0	7.5	6.6015625	5.69921875	7.6015625	5.3984375	6.3984375	5.30078125	5.5	5.8984375
Abcg3	5.30078125	4.5	4.3984375	4.30078125	4.3984375	5.1015625	4.69921875	4.6015625	4.6015625	4.5	5.0	4.80078125	5.19921875	4.5	4.69921875	4.5	4.6015625	4.5	4.6015625	4.6015625
Abcg4	6.1015625	6.19921875	5.80078125	6.19921875	6.19921875	5.8984375	5.80078125	6.19921875	6.1015625	6.19921875	6.1015625	5.80078125	6.1015625	6.3984375	6.0	6.0	5.8984375	6.19921875	6.30078125	6.19921875
Abcg5	4.6015625	4.69921875	5.0	5.1015625	5.5	4.8984375	5.19921875	5.19921875	5.30078125	5.19921875	5.19921875	4.8984375	4.8984375	5.30078125	5.19921875	5.30078125	5.19921875	5.0	5.3984375	5.0
Abcg8	5.1015625	5.19921875	4.8984375	5.1015625	5.30078125	4.80078125	4.8984375	5.19921875	5.1015625	4.8984375	5.30078125	4.80078125	5.19921875	5.3984375	4.5	5.1015625	5.30078125	5.30078125	5.1015625	5.19921875
Abhd1	6.19921875	6.19921875	6.19921875	6.30078125	6.5	6.1015625	6.1015625	6.30078125	6.19921875	6.19921875	6.19921875	6.0	6.30078125	6.19921875	6.0	6.30078125	6.3984375	6.30078125	6.30078125	6.1015625
Abhd10	6.6015625	6.5	6.80078125	6.8984375	6.69921875	6.80078125	6.80078125	6.5	6.69921875	6.80078125	6.19921875	6.69921875	6.5	7.0	6.8984375	6.80078125	6.6015625	6.69921875	6.6015625	6.8984375
Abhd11	7.0	7.0	7.3984375	7.0	7.19921875	7.19921875	7.3984375	7.1015625	7.0	6.8984375	7.0	7.0	7.1015625	6.8984375	7.30078125	7.0	7.19921875	7.0	6.69921875	7.0
Abhd12	7.5	7.69921875	7.5	7.80078125	7.69921875	7.19921875	7.6015625	7.69921875	7.6015625	7.69921875	7.69921875	7.1015625	7.80078125	7.69921875	7.3984375	7.6015625	7.80078125	7.69921875	7.5	8.0
Abhd12b	4.1015625	4.30078125	4.19921875	4.19921875	4.6015625	4.0	4.19921875	4.30078125	4.19921875	4.3984375	4.19921875	4.1015625	4.1015625	4.3984375	4.0	4.19921875	4.1015625	4.3984375	4.3984375	4.19921875
Abhd13	8.0	8.203125	8.3984375	8.203125	8.1015625	8.1015625	8.1015625	8.1015625	8.0	8.1015625	7.80078125	8.203125	7.8984375	8.296875	8.203125	8.203125	8.203125	8.1015625	8.0	8.203125
Abhd14a	7.5	7.5	7.5	7.5	7.6015625	7.3984375	7.5	7.3984375	7.3984375	7.5	7.30078125	7.6015625	7.5	7.69921875	7.3984375	7.3984375	7.6015625	7.5	7.3984375	7.6015625
Abhd14b	8.203125	8.1015625	8.6015625	8.3984375	8.3984375	8.6015625	8.5	8.0	8.296875	8.1015625	7.80078125	8.796875	7.8984375	8.296875	8.796875	8.296875	8.296875	8.3984375	8.203125	8.296875
Abhd15	7.8984375	8.0	7.69921875	8.203125	8.1015625	8.0	8.0	8.1015625	8.0	8.203125	7.3984375	8.1015625	7.3984375	8.296875	7.8984375	8.203125	8.1015625	8.1015625	8.203125	8.203125
Abhd16a	8.0	8.203125	8.0	8.6015625	8.703125	8.296875	8.3984375	8.203125	8.6015625	8.5	8.203125	7.80078125	8.1015625	8.6015625	8.1015625	8.5	8.5	8.5	8.5	8.6015625
Abhd16b	5.19921875	5.1015625	5.19921875	5.5	5.19921875	5.30078125	5.1015625	5.5	5.6015625	5.3984375	5.3984375	4.8984375	5.19921875	5.30078125	4.80078125	5.3984375	5.19921875	5.30078125	5.6015625	5.6015625
Abhd17a	7.5	7.3984375	7.30078125	7.5	7.6015625	6.8984375	7.1015625	7.3984375	7.30078125	7.3984375	7.0	6.8984375	7.3984375	7.3984375	7.19921875	7.3984375	7.30078125	7.5	7.30078125	7.5
Abhd17b	6.80078125	6.6015625	6.69921875	6.6015625	6.3984375	6.6015625	6.5	6.3984375	6.30078125	6.69921875	6.6015625	6.6015625	6.5	6.5	7.0	6.3984375	6.5	6.3984375	6.30078125	6.80078125
Abhd17c	8.203125	8.3984375	8.0	8.3984375	8.3984375	8.0	7.80078125	8.296875	8.203125	8.296875	7.8984375	8.203125	8.3984375	8.3984375	8.0	8.3984375	8.3984375	8.5	8.203125	8.5
Abhd18	6.19921875	6.30078125	6.3984375	6.5	6.30078125	6.30078125	6.6015625	6.30078125	6.5	6.69921875	6.3984375	6.8984375	5.8984375	6.19921875	6.69921875	6.3984375	6.3984375	6.19921875	6.5	6.0
Abhd2	9.8984375	10.6015625	10.1015625	10.703125	10.6015625	10.0	10.1015625	10.6015625	10.6015625	10.203125	10.203125	10.3984375	10.3984375	10.296875	9.8984375	10.296875	10.703125	10.6015625	10.203125	10.6015625
Abhd3	6.8984375	7.3984375	7.5	7.19921875	7.0	7.1015625	7.3984375	6.8984375	7.0	6.8984375	6.69921875	7.1015625	7.0	7.1015625	7.19921875	7.0	7.19921875	7.0	7.1015625	7.19921875
Abhd4	7.3984375	7.30078125	7.5	7.5	7.3984375	7.3984375	7.6015625	7.30078125	7.3984375	7.3984375	7.19921875	7.3984375	7.19921875	7.30078125	7.30078125	7.30078125	7.30078125	7.3984375	7.19921875	7.3984375
Abhd5	7.6015625	7.8984375	8.0	8.1015625	8.1015625	7.8984375	7.69921875	8.0	8.1015625	7.8984375	8.0	8.0	7.8984375	8.0	8.1015625	7.8984375	7.8984375	8.1015625	7.8984375	8.0
Abhd6	7.5	7.80078125	8.1015625	8.1015625	8.1015625	8.1015625	8.0	7.8984375	8.203125	8.0	7.5	8.3984375	7.80078125	8.1015625	7.8984375	8.0	8.203125	8.1015625	8.1015625	8.1015625
Abhd8	7.19921875	7.3984375	7.0	7.3984375	7.3984375	7.30078125	7.0	7.30078125	7.19921875	7.30078125	6.8984375	7.0	7.3984375	7.3984375	7.30078125	7.5	7.19921875	7.6015625	7.19921875	7.5
Abi1	9.703125	9.5	9.8984375	9.5	9.5	9.8984375	9.703125	9.5	9.5	9.5	9.6015625	10.0	9.3984375	9.6015625	9.8984375	9.5	9.5	9.3984375	9.5	9.703125
Abi2	7.30078125	7.3984375	7.6015625	7.6015625	7.5	7.69921875	7.5	7.5	7.6015625	7.69921875	7.19921875	8.1015625	7.30078125	7.6015625	7.6015625	7.5	7.6015625	7.5	7.5	7.6015625
Abi3	6.69921875	6.3984375	6.1015625	6.30078125	6.5	6.5	6.30078125	6.30078125	6.3984375	6.0	6.5	6.19921875	6.6015625	6.5	6.3984375	6.5	6.0	6.6015625	6.30078125	6.5
Abi3bp	7.19921875	7.0	7.0	4.6015625	4.3984375	6.19921875	7.30078125	6.30078125	4.69921875	4.80078125	8.0	6.3984375	7.69921875	4.80078125	6.3984375	5.0	5.8984375	4.6015625	5.0	6.8984375
Abl1	7.80078125	7.6015625	7.6015625	7.5	7.6015625	7.5	7.6015625	7.5	7.3984375	7.6015625	7.8984375	7.69921875	7.8984375	7.6015625	7.5	7.6015625	7.69921875	7.3984375	7.5	7.69921875
Abl2	7.30078125	7.19921875	7.30078125	7.30078125	7.19921875	7.5	7.19921875	7.19921875	7.1015625	7.5	7.1015625	7.5	7.19921875	7.30078125	7.3984375	7.30078125	7.19921875	7.19921875	7.1015625	7.19921875
Ablim1	7.6015625	7.1015625	7.19921875	7.0	7.0	7.6015625	7.30078125	7.1015625	7.0	7.19921875	7.30078125	7.5	7.0	7.19921875	7.30078125	7.0	7.19921875	6.80078125	7.0	7.1015625
Ablim2	6.6015625	6.3984375	6.30078125	6.5	6.5	6.30078125	6.6015625	6.69921875	6.6015625	6.69921875	6.80078125	6.30078125	6.69921875	6.69921875	6.30078125	6.6015625	6.5	6.69921875	6.8984375	6.5
Ablim3	5.8984375	5.19921875	5.30078125	4.6015625	4.8984375	5.19921875	5.3984375	5.1015625	4.80078125	4.8984375	6.30078125	5.1015625	5.5	4.80078125	5.3984375	4.6015625	5.3984375	4.69921875	5.0	5.1015625
Abo	4.3984375	4.3984375	4.19921875	4.6015625	4.69921875	4.30078125	4.5	4.69921875	4.8984375	4.6015625	4.5	4.30078125	4.6015625	4.5	4.3984375	4.5	4.5	4.69921875	4.8984375	4.5
Abr	8.3984375	8.3984375	8.203125	8.796875	8.703125	8.5	8.203125	8.3984375	8.796875	8.703125	8.1015625	8.6015625	8.3984375	8.5	8.296875	8.6015625	8.6015625	8.703125	8.6015625	8.703125
Abra	4.8984375	4.80078125	4.6015625	4.8984375	4.8984375	5.1015625	4.6015625	5.0	4.8984375	5.1015625	5.0	4.69921875	4.8984375	4.8984375	4.80078125	5.19921875	5.1015625	4.8984375	5.19921875	4.8984375
Abracl	8.1015625	8.203125	8.0	8.3984375	8.203125	8.0	7.80078125	8.3984375	8.203125	7.5	7.8984375	7.5	8.296875	7.6015625	8.1015625	7.80078125	8.3984375	8.5	7.69921875	8.5
Abt1	6.80078125	6.69921875	7.0	7.0	7.19921875	6.80078125	6.8984375	6.6015625	7.0	7.1015625	6.3984375	6.80078125	6.80078125	7.0	7.0	6.8984375	7.0	7.1015625	6.8984375	7.0
Abtb1	7.3984375	7.30078125	7.80078125	7.8984375	7.80078125	7.80078125	8.1015625	7.30078125	7.5	7.80078125	7.19921875	7.3984375	7.19921875	7.6015625	7.80078125	7.3984375	7.3984375	7.5	7.5	7.5
Abtb2	5.69921875	6.0	5.8984375	6.0	5.8984375	5.8984375	5.69921875	6.19921875	6.0	5.8984375	5.8984375	5.69921875	6.1015625	5.69921875	5.69921875	5.5	6.1015625	6.0	5.8984375	5.8984375
Acaa1a	7.69921875	7.80078125	7.8984375	7.8984375	7.8984375	7.6015625	7.8984375	7.80078125	7.80078125	8.1015625	7.80078125	7.80078125	7.80078125	7.80078125	7.6015625	8.0	7.80078125	8.0	7.80078125	7.6015625
Acaa1b	5.69921875	5.8984375	6.5	5.80078125	5.8984375	6.19921875	6.3984375	5.3984375	6.1015625	6.0	5.8984375	6.0	5.6015625	6.1015625	6.69921875	5.3984375	5.69921875	5.5	6.19921875	5.19921875
Acaa2	7.69921875	7.69921875	8.296875	7.6015625	7.0	8.0	8.203125	7.3984375	7.5	7.30078125	8.0	7.69921875	7.5	7.3984375	8.0	7.0	8.0	7.30078125	7.19921875	7.8984375
Acaca	7.1484375	6.75	6.849609375	7.05078125	7.0	7.099609375	6.849609375	6.94921875	6.701171875	6.80078125	7.349609375	7.44921875	6.75	6.900390625	6.900390625	6.951171875	6.849609375	6.951171875	6.849609375	6.900390625
Acacb	5.80078125	6.1015625	6.1015625	5.69921875	5.80078125	5.8984375	6.19921875	5.8984375	5.8984375	5.8984375	6.19921875	6.1015625	5.8984375	5.8984375	6.0	5.80078125	5.80078125	6.0	5.8984375	5.69921875
Acad10	6.1015625	6.30078125	6.3984375	6.30078125	6.30078125	6.30078125	6.69921875	6.19921875	6.30078125	6.30078125	6.30078125	6.5	6.1015625	6.1015625	6.3984375	6.19921875	6.3984375	6.19921875	6.3984375	6.1015625
Acad11	7.5	7.80078125	8.1015625	7.69921875	7.8984375	8.203125	7.80078125	7.69921875	7.6015625	7.69921875	7.6015625	8.3984375	7.6015625	7.69921875	8.296875	7.80078125	7.80078125	7.8984375	7.6015625	7.69921875
Acad12	5.8984375	6.0	6.30078125	6.5	6.30078125	6.3984375	6.19921875	5.8984375	6.19921875	6.3984375	5.6015625	6.30078125	5.80078125	6.30078125	6.19921875	6.30078125	6.19921875	6.3984375	6.0	6.0
Acad8	7.80078125	7.80078125	8.5	7.8984375	8.0	8.3984375	8.3984375	7.69921875	7.80078125	7.8984375	7.80078125	8.6015625	7.6015625	7.80078125	8.5	7.80078125	7.80078125	7.8984375	7.80078125	7.8984375
Acad9	7.6015625	7.5	7.80078125	7.80078125	7.80078125	7.6015625	7.80078125	7.6015625	7.69921875	7.69921875	7.6015625	7.5	7.6015625	7.69921875	7.80078125	7.69921875	7.6015625	7.69921875	7.69921875	7.6015625
Acadl	8.1015625	8.0	8.296875	8.0	7.80078125	8.3984375	8.203125	7.80078125	7.8984375	7.8984375	8.1015625	8.296875	8.0	7.8984375	8.3984375	7.80078125	8.1015625	7.69921875	7.69921875	8.296875
Acadm	8.6015625	8.8984375	9.1015625	8.203125	8.0	9.296875	9.3984375	8.296875	7.8984375	8.203125	9.703125	9.0	8.5	8.1015625	8.8984375	8.1015625	8.3984375	8.1015625	8.0	8.3984375
Acads	7.69921875	7.5	7.30078125	7.5	7.5	7.5	7.69921875	7.5	7.6015625	7.5	7.19921875	7.19921875	7.6015625	7.69921875	7.5	7.6015625	7.6015625	7.69921875	7.6015625	7.5
Acadsb	8.1015625	8.1015625	8.3984375	8.5	8.6015625	8.5	8.3984375	8.203125	8.296875	8.203125	7.8984375	8.5	8.0	8.3984375	8.703125	8.3984375	8.296875	8.5	8.203125	8.296875
Acadvl	7.80078125	7.80078125	8.1015625	8.0	7.80078125	7.8984375	8.203125	7.80078125	7.8984375	7.80078125	7.69921875	7.80078125	7.8984375	7.8984375	8.1015625	7.8984375	7.69921875	8.0	7.69921875	7.80078125
Acan	4.80078125	4.80078125	4.80078125	5.0	5.1015625	4.6015625	4.69921875	5.19921875	5.1015625	4.80078125	4.69921875	4.6015625	5.1015625	5.30078125	4.8984375	4.69921875	4.80078125	5.1015625	5.30078125	5.0
Acap1	6.69921875	5.69921875	5.6015625	5.19921875	5.0	6.6015625	5.6015625	5.5	5.19921875	5.0	5.5	5.5	5.69921875	5.30078125	5.69921875	5.1015625	5.19921875	5.19921875	5.3984375	5.19921875
Acap2	8.296875	7.8984375	8.203125	7.80078125	7.69921875	8.203125	8.0	7.8984375	7.6015625	7.8984375	8.296875	8.203125	8.0	7.8984375	8.203125	7.8984375	7.8984375	7.69921875	7.8984375	8.1015625
Acap3	6.80078125	6.80078125	6.80078125	6.80078125	6.8984375	6.6015625	6.80078125	6.69921875	6.8984375	6.80078125	6.69921875	6.80078125	6.80078125	6.80078125	6.6015625	6.80078125	6.8984375	6.8984375	6.80078125	6.80078125
Acat1	8.3984375	8.3984375	8.8984375	8.6015625	8.5	8.8984375	8.6015625	8.3984375	8.6015625	8.3984375	8.203125	8.703125	8.0	8.6015625	8.8984375	8.5	8.6015625	8.6015625	8.203125	8.703125
Acat2	6.69921875	6.69921875	6.8984375	6.5	6.6015625	6.69921875	6.80078125	6.6015625	6.8984375	6.69921875	6.80078125	6.6015625	6.5	6.69921875	6.69921875	6.6015625	6.69921875	6.69921875	6.69921875	6.69921875
Acat3	4.8984375	5.1015625	5.1015625	4.6015625	4.6015625	4.8984375	5.19921875	4.80078125	4.80078125	4.30078125	4.80078125	4.80078125	4.80078125	4.3984375	4.8984375	4.6015625	4.6015625	4.6015625	4.30078125	4.80078125
Acbd3	9.1015625	9.0	9.296875	9.1015625	9.1015625	9.1015625	9.0	9.0	9.1015625	9.1015625	8.796875	9.296875	8.8984375	9.1015625	9.296875	9.203125	9.0	9.203125	9.1015625	9.0
Acbd4	6.3984375	6.1015625	6.1015625	6.1015625	5.8984375	6.1015625	6.3984375	6.19921875	6.0	6.0	6.5	6.0	6.3984375	6.1015625	6.30078125	6.0	6.1015625	6.1015625	6.0	6.19921875
